"PID","Name","Affiliation","Duty","Conference","Year","City","State","Country","#Papers","#Citations"
"47sihrsAAAAJ","Ashraf Aboulnaga","Qatar Computing Research Institute; HBKU","PC Members","sigmod","2017","Chicago","Midwestern","USA",84,3384
"3BX3vWcAAAAJ","Eugene Agichtein","Associate Professor of Computer Science;Emory University","PC Members","sigmod","2017","Chicago","Midwestern","USA",168,9621
"BtpxluIAAAAJ","Yanif Ahmad","Assistant Professor of Computer Science; TheJohns Hopkins University","PC Members","sigmod","2017","Chicago","Midwestern","USA",51,2290
"TKSjVTUAAAAJ","Peter Alvaro","Assistant Professor of Computer Science;UC Santa Cruz","PC Members","sigmod","2017","Chicago","Midwestern","USA",36,1810
"Y1aOQ3QAAAAJ","Yael Amsterdamer","Senior lecturer; the Department of Computer Science;Bar Ilan University","PC Members","sigmod","2017","Chicago","Midwestern","USA",26,514
"AjuZwsIAAAAJ","Ramin Aghababaei","Assistant Professor atAarhus University","PC Members","sigmod","2017","Chicago","Midwestern","USA",19,331
"Vg_tH_0AAAAJ","Lyublena Antova","Datometry","PC Members","sigmod","2017","Chicago","Midwestern","USA",29,1111
"ObrHM1sAAAAJ","Udaya Prakash Nyayiru Kannaian","Associate Professor; Dept. of Biotechnology; Vels University; Chennai","PC Members","sigmod","2017","Chicago","Midwestern","USA",62,756
"vX45evgAAAAJ","Walid G. Aref","Professor of Computer Science;Purdue University","PC Members","sigmod","2017","Chicago","Midwestern","USA",308,11821
"qG1LVpQAAAAJ","Peter Bailis","Stanford DAWN","PC Members","sigmod","2017","Chicago","Midwestern","USA",31,1191
"O125w4cAAAAJ","Senjuti Basu Roy","Assistant Professor; Department of Computer Science;New Jersey Institute of Technology","PC Members","sigmod","2017","Chicago","Midwestern","USA",158,2116
"atL47L0AAAAJ","Michael Benedikt","Professor of Computer Science;Oxford University","PC Members","sigmod","2017","Chicago","Midwestern","USA",200,4420
"EfuT9RoAAAAJ","Elisa Bertino","Professor of Computer Science; Director of Cyber Center;Purdue University","PC Members","sigmod","2017","Chicago","Midwestern","USA",1488,35780
"Iqsl_XMAAAAJ","Carsten Binnig","Full Professor; Computer Science; TU Darmstadt","PC Members","sigmod","2017","Chicago","Midwestern","USA",66,1003
"4_1z8yEAAAAJ","Spyros Blanas","Assistant Professor of Computer Science and Engineering; TheOhio State University","PC Members","sigmod","2017","Chicago","Midwestern","USA",23,1055
"0RdtBlUAAAAJ","Angela Bonifati","Professor of Computer Science;Lyon 1 University","PC Members","sigmod","2017","Chicago","Midwestern","USA",111,2821
"keO-0s0AAAAJ","K. Selcuk Candan","Professor of Computer Science and Engineering;Arizona State University","PC Members","sigmod","2017","Chicago","Midwestern","USA",347,6135
"6cR0AYIAAAAJ","Bogdan Cautis","University of Paris-Sud 11","PC Members","sigmod","2017","Chicago","Midwestern","USA",52,537
"aiulJmIAAAAJ","Stefano Ceri","Professor;Politecnico di Milano","PC Members","sigmod","2017","Chicago","Midwestern","USA",580,26182
"9Qs9CEQAAAAJ","Lei Chen","Assistant Professor","PC Members","sigmod","2017","Chicago","Midwestern","USA",60,1224
"G-1f1G4AAAAJ","James Cheney","Reader; Laboratory for Foundations of Computer Science;University of Edinburgh","PC Members","sigmod","2017","Chicago","Midwestern","USA",170,5548
"7R7MSb4AAAAJ","Reynold Cheng","Associate Professor of Computer Science;University of Hong Kong","PC Members","sigmod","2017","Chicago","Midwestern","USA",1040,5957
"qljqoI0AAAAJ","Alvin Lee","Lecturer;Deakin University","PC Members","sigmod","2017","Chicago","Midwestern","USA",110,642
"PDwcE7wAAAAJ","John Cieslewicz","Google LLC","PC Members","sigmod","2017","Chicago","Midwestern","USA",19,913
"1WXDq-sAAAAJ","Radu Ciucanu","UniversitÃ© Clermont Auvergne","PC Members","sigmod","2017","Chicago","Midwestern","USA",24,223
"8QeCBlwAAAAJ","Sarah Cohen-Boulakia","Professor;UniversitÃ© Paris-Sud(Paris-Saclay)","PC Members","sigmod","2017","Chicago","Midwestern","USA",71,1493
"mdE4fyoAAAAJ","Dario Colazzo","UniversitÃ© Paris Dauphine","PC Members","sigmod","2017","Chicago","Midwestern","USA",96,801
"7SdcAiEAAAAJ","Tyson Condie","Professor of Computer Science;UCLA","PC Members","sigmod","2017","Chicago","Midwestern","USA",53,3931
"gpLVKmEAAAAJ","Graham Cormode","University of Warwick","PC Members","sigmod","2017","Chicago","Midwestern","USA",265,11123
"oleB9xIAAAAJ","Gautam Das","Professor; Computer Science and Engineering Department;University of Texas at Arlington","PC Members","sigmod","2017","Chicago","Midwestern","USA",967,13908
"njFoZewAAAAJ","Mahashweta Das","Sr. Research Scientist; Visa Research; Palo Alto","PC Members","sigmod","2017","Chicago","Midwestern","USA",21,156
"LKgo-jcAAAAJ","Sudipto Das","Researcher; Microsoft Research","PC Members","sigmod","2017","Chicago","Midwestern","USA",60,3042
"Ka6w1vgAAAAJ","Altigran Soares da Silva","Professor of Computer Science;Universidade Federal do Amzonas","PC Members","sigmod","2017","Chicago","Midwestern","USA",181,4098
"2BnMsFIAAAAJ","Daniel Deutch","Professor of Computer Science;Tel Aviv University","PC Members","sigmod","2017","Chicago","Midwestern","USA",69,664
"2lZr6WsAAAAJ","Alin Deutsch","Professor of Computer Science;University of California San Diego","PC Members","sigmod","2017","Chicago","Midwestern","USA",124,6108
"fykfPiwAAAAJ","Jens Dittrich","Professor of Computer Science;Saarland University; Saarland Informatics Campus","PC Members","sigmod","2017","Chicago","Midwestern","USA",86,3097
"IF0C9wQAAAAJ","Harish Doraiswamy","NYU Center for Data Science","PC Members","sigmod","2017","Chicago","Midwestern","USA",30,465
"bEpmUQ0AAAAJ","Eduard Dragut","Assistant Professor of Computer and Information Sciences atTemple University","PC Members","sigmod","2017","Chicago","Midwestern","USA",38,478
"kVUa9ZoAAAAJ","Jennie Rogers","Assistant Professor;Northwestern University","PC Members","sigmod","2017","Chicago","Midwestern","USA",31,1041
"318GQ54AAAAJ","Curtis Dyreson","Computer Science;Utah State University","PC Members","sigmod","2017","Chicago","Midwestern","USA",149,4176
"u0S6ofAAAAAJ","Wenfei Fan","Professor of Web Data Management;University of Edinburgh","PC Members","sigmod","2017","Chicago","Midwestern","USA",194,9077
"Hs9cVRgAAAAJ","Alan Fekete","Professor of Enterprise Software Systems;University of Sydney","PC Members","sigmod","2017","Chicago","Midwestern","USA",173,4768
"5WOeXMAAAAAJ","Avrilia Floratou","Senior Scientist atMicrosoft","PC Members","sigmod","2017","Chicago","Midwestern","USA",22,477
"Ftj1h4cAAAAJ","Jing Gao","Assistant Professor; Computer Science and Engineering;SUNY at Buffalo","PC Members","sigmod","2017","Chicago","Midwestern","USA",149,5080
"9mIBxkMAAAAJ","Wolfgang Gatterbauer","College of Computer and Information Science;Northeastern University","PC Members","sigmod","2017","Chicago","Midwestern","USA",60,1195
"MVxcjEoAAAAJ","Rong Ge","Duke University","PC Members","sigmod","2017","Chicago","Midwestern","USA",52,2949
"s_GmFv0AAAAJ","Rainer Gemulla","Professor for Computer Science;University of Mannheim; Germany","PC Members","sigmod","2017","Chicago","Midwestern","USA",54,2048
"lCdBR8cAAAAJ","Boris Glavic","Assistant Professor;Illinois Institute of Technology","PC Members","sigmod","2017","Chicago","Midwestern","USA",67,639
"IukO3bIAAAAJ","Todd J. Green","Assistant Professor of Computer Science;University of California - Davis","PC Members","sigmod","2017","Chicago","Midwestern","USA",80,3869
"LdixJxkAAAAJ","Raman Grover","PhD (Computer Science);University of California; Irvine","PC Members","sigmod","2017","Chicago","Midwestern","USA",9,611
"8z0TuC0AAAAJ","Torsten Grust","Professor of Computer Science;University of TÃ¼bingen; Germany","PC Members","sigmod","2017","Chicago","Midwestern","USA",126,3036
"w6-6MLkAAAAJ","Oktie Hassanzadeh","IBM Research /University of Toronto","PC Members","sigmod","2017","Chicago","Midwestern","USA",77,1280
"wuj5y3MAAAAJ","Michael Hay","Colgate University","PC Members","sigmod","2017","Chicago","Midwestern","USA",33,2722
"yJ998VYAAAAJ","Thomas Heinis","Imperial College London","PC Members","sigmod","2017","Chicago","Midwestern","USA",58,975
"K5VPw-IAAAAJ","Melanie Herschel","University of Stuttgart","PC Members","sigmod","2017","Chicago","Midwestern","USA",56,1551
"LbXvZUoAAAAJ","Katja Hose","Aalborg University; Denmark","PC Members","sigmod","2017","Chicago","Midwestern","USA",117,1676
"dQ-x9NQAAAAJ","Bill Howe","University of Washington","PC Members","sigmod","2017","Chicago","Midwestern","USA",145,3276
"rg6Bl5YAAAAJ","Stratos Idreos","Harvard School of Engineering and Applied Sciences","PC Members","sigmod","2017","Chicago","Midwestern","USA",109,2540
"YG6mTEIAAAAJ","Ihab F. Ilyas","University of Waterloo","PC Members","sigmod","2017","Chicago","Midwestern","USA",148,5528
"2wJaIkEAAAAJ","Zachary G. Ives","Professor of Computer and Information Science;University of Pennsylvania","PC Members","sigmod","2017","Chicago","Midwestern","USA",152,9681
"f5vdXEQAAAAJ","Alekh Jindal","Senior Scientist;Microsoft","PC Members","sigmod","2017","Chicago","Midwestern","USA",35,1142
"2QkR2WoAAAAJ","Srikanth Kandula","Principal Researcher;Microsoft","PC Members","sigmod","2017","Chicago","Midwestern","USA",113,12406
"aYYaoTEAAAAJ","Yaron Kanza","Assistant Professor of Computer Science;Technion - Israel Institute of Technology","PC Members","sigmod","2017","Chicago","Midwestern","USA",86,2011
"w2CfzowAAAAJ","Konstantinos Karanasos","Senior Scientist;Microsoft","PC Members","sigmod","2017","Chicago","Midwestern","USA",23,398
"eavzCOMAAAAJ","Ioannis P. Baziotis","Assistant Professor; Department of Natural Resources Management & Agricultural Engineering","PC Members","sigmod","2017","Chicago","Midwestern","USA",74,315
"nwDychwAAAAJ","C P Kaushik","Amity School of Earth and Environmental Sciences;Amity University Haryana; Gurgaon","PC Members","sigmod","2017","Chicago","Midwestern","USA",96,3880
"9Q9tiCsAAAAJ","Oliver A. Kennedy","Assistant Professor;University at Buffalo","PC Members","sigmod","2017","Chicago","Midwestern","USA",36,272
"QY-earAAAAAJ","Kristian Kersting","Professor of Computer Science;TU Darmstadt","PC Members","sigmod","2017","Chicago","Midwestern","USA",309,5811
"dg3_PMoAAAAJ","George Konstantinidis","Electronics and Computer Science;University of Southampton","PC Members","sigmod","2017","Chicago","Midwestern","USA",18,173
"jNQlAkoAAAAJ","Shiri Azenkot","Jacobs Technion-Cornell Institute;Cornell Tech","PC Members","sigmod","2017","Chicago","Midwestern","USA",45,970
"CaO1wNAAAAAJ","Paraschos Koutris","University of Washington","PC Members","sigmod","2017","Chicago","Midwestern","USA",42,650
"biuxbRsAAAAJ","Tim Kraska","UC Berkeley","PC Members","sigmod","2017","Chicago","Midwestern","USA",113,3970
"39uRKZsAAAAJ","Rajasekar Krishnamurthy","IBM Research","PC Members","sigmod","2017","Chicago","Midwestern","USA",70,3059
"HYDToQYAAAAJ","YongChul Kwon","Google","PC Members","sigmod","2017","Chicago","Midwestern","USA",29,1424
"UR4eDW4AAAAJ","Alexandros Labrinidis","Professor of Computer Science;University of Pittsburgh","PC Members","sigmod","2017","Chicago","Midwestern","USA",151,3672
"FJtpK04AAAAJ","Julien Leblay","Research scientist;AIST","PC Members","sigmod","2017","Chicago","Midwestern","USA",17,183
"YYzvyMQAAAAJ","Wolfgang Lehner","Technische UniversitÃ¤t Dresden","PC Members","sigmod","2017","Chicago","Midwestern","USA",488,4922
"Vday3jIAAAAJ","Daniel A. Lerner","Deusto Business School; Universidad de Deusto","PC Members","sigmod","2017","Chicago","Midwestern","USA",5,42
"jfdT_HIAAAAJ","Justin Levandoski","Microsoft Research","PC Members","sigmod","2017","Chicago","Midwestern","USA",57,1722
"jqzSwdsAAAAJ","Chen Li","Assistant Professor;Johns Hopkins University","PC Members","sigmod","2017","Chicago","Midwestern","USA",54,703
"rDfyQnIAAAAJ","Li Fei-Fei","Professor of Computer Science;Stanford University","PC Members","sigmod","2017","Chicago","Midwestern","USA",321,43672
"Pi89P8kAAAAJ","Guoliang Li","Associate Professor;Tsinghua University","PC Members","sigmod","2017","Chicago","Midwestern","USA",137,4692
"DwKNhwwAAAAJ","Jianxin Li","Professor of Materials Science and Engineering;Tianjin Polytechnic University","PC Members","sigmod","2017","Chicago","Midwestern","USA",90,2715
"ZZdB48QAAAAJ","Yang Li","Staff Research Scientist; Google","PC Members","sigmod","2017","Chicago","Midwestern","USA",95,3365
"84VKAOtBpz4C","Yinan Li","Microsoft Research","PC Members","sigmod","2017","Chicago","Midwestern","USA",19,734
"j6rglkYAAAAJ","Xuemin Lin","UNSWScientia Professor","PC Members","sigmod","2017","Chicago","Midwestern","USA",297,10036
"dBJXoN0AAAAJ","Chengfei Liu","University of California; Davis","PC Members","sigmod","2017","Chicago","Midwestern","USA",51,876
"VIwtdckAAAAJ","Ling Liu","Georgia Institute of Technology","PC Members","sigmod","2017","Chicago","Midwestern","USA",775,20790
"1upl5vQAAAAJ","Ziyang Liu","PhD student;imec","PC Members","sigmod","2017","Chicago","Midwestern","USA",19,128
"A0hv6xwAAAAJ","Ashwin Machanavajjhala","Assistant Professor;Duke University","PC Members","sigmod","2017","Chicago","Midwestern","USA",90,6571
"jOvUDjYAAAAJ","Nikos Mamoulis","University of Ioannina","PC Members","sigmod","2017","Chicago","Midwestern","USA",247,9692
"BauIS1IAAAAJ","Stefan Manegold","Senior Researcher; Group leader Database Architectures;Centrum Wiskunde & Informatica(CWI); Amsterda","PC Members","sigmod","2017","Chicago","Midwestern","USA",194,3955
"E0QQoIMAAAAJ","Davide Martinenghi","Politecnico di Milano","PC Members","sigmod","2017","Chicago","Midwestern","USA",112,1211
"X_mATf8AAAAJ","Florent Masseglia","INRIA","PC Members","sigmod","2017","Chicago","Midwestern","USA",137,1770
"4fAH8jIAAAAJ","Giansalvatore Mecca","Professor of Computer Science;UniversitÃ  della Basilicata","PC Members","sigmod","2017","Chicago","Midwestern","USA",127,4650
"sOzdfjYAAAAJ","Alexandra Meliou","University of Massachusetts; Amherst","PC Members","sigmod","2017","Chicago","Midwestern","USA",47,773
"5_e2f04AAAAJ","Sebastian Michel","Professor of Computer Science;TU Kaiserslautern","PC Members","sigmod","2017","Chicago","Midwestern","USA",132,2308
"X1-ovCkAAAAJ","Tova Milo","Professor of Computer Science;Tel Aviv University","PC Members","sigmod","2017","Chicago","Midwestern","USA",253,9895
"GHz1ZVIAAAAJ","Mohamed Mokbel","Chief Scientist; Qatar Computing Research Inst. -- Professor; Comp. Sci. & Eng.;Univ. of Minnesota","PC Members","sigmod","2017","Chicago","Midwestern","USA",263,9935
"Uk9v1BQAAAAJ","Bongki Moon","Professor of Computer Science & Engineering; Seoul Naitonal University","PC Members","sigmod","2017","Chicago","Midwestern","USA",112,6515
"JMwO_hkAAAAJ","Ingo MÃ¼ller","ETH ZÃ¼rich","PC Members","sigmod","2017","Chicago","Midwestern","USA",17,347
"OhiNDfkAAAAJ","Arnab Nandi","Associate Professor; Computer Science & Engineering; The Ohio State University","PC Members","sigmod","2017","Chicago","Midwestern","USA",52,1061
"ZfUyYtEAAAAJ","Thomas Neumann","Hochschule fÃ¼r Technik und Wirtschaft Dresden","PC Members","sigmod","2017","Chicago","Midwestern","USA",8,138
"FXIxFs4AAAAJ","Frank Neven","Professor of Computer Science;Hasselt University","PC Members","sigmod","2017","Chicago","Midwestern","USA",118,3997
"9560QjYAAAAJ","Beng Chin Ooi","National University of Singapore","PC Members","sigmod","2017","Chicago","Midwestern","USA",340,18261
"W9YkIcoAAAAJ","Carlos Ordonez","Department of Computer Science;University of Houston","PC Members","sigmod","2017","Chicago","Midwestern","USA",152,2884
"PlgV6FwAAAAJ","Vincent Oria","New Jersey Institute of Technology","PC Members","sigmod","2017","Chicago","Midwestern","USA",122,1920
"5Ljnma4AAAAJ","Giorgio Orsi","Senior Research Scientist (Meltwater) - Honorary Research Fellow (School of Computer Science","PC Members","sigmod","2017","Chicago","Midwestern","USA",88,1037
"dwxm_CoAAAAJ","M. Tamer Ã–zsu","Professor of Computer Science;University of Waterloo","PC Members","sigmod","2017","Chicago","Midwestern","USA",378,15368
"XQOSmToAAAAJ","Stavros Papadopoulos","TileDB; Inc.","PC Members","sigmod","2017","Chicago","Midwestern","USA",32,1234
"2ubDR0gAAAAJ","Stelios Paparizos","Google","PC Members","sigmod","2017","Chicago","Midwestern","USA",55,1569
"YwoezYX7JVgJ","Paolo Papotti","Assist. Professor atEurecom","PC Members","sigmod","2017","Chicago","Midwestern","USA",95,1408
"5tcfuXMAAAAJ","Jignesh M. Patel","Professor of Compuer Sciences;University of Wisconsin","PC Members","sigmod","2017","Chicago","Midwestern","USA",224,12099
"u1UDm4wAAAAJ","Andrew Pavlo","Carnegie Mellon University","PC Members","sigmod","2017","Chicago","Midwestern","USA",56,3257
"vYcHYoYAAAAJ","Peter Pietzuch","Professor of Distributed Systems;Imperial College London","PC Members","sigmod","2017","Chicago","Midwestern","USA",168,5016
"1jP_gqcAAAAJ","Holger Pirk","Imperial College London","PC Members","sigmod","2017","Chicago","Midwestern","USA",49,447
"PsBGmRcAAAAJ","Dan Ports","University of Washington","PC Members","sigmod","2017","Chicago","Midwestern","USA",49,1365
"QpbUFRsAAAAJ","Elisa Quintarelli","Politecnico di Milano","PC Members","sigmod","2017","Chicago","Midwestern","USA",119,1533
"BQvUJuYAAAAJ","Tilmann Rabl","Professor -TU Berlin","PC Members","sigmod","2017","Chicago","Midwestern","USA",89,975
"ODCUXBgAAAAJ","Vaibhav Rastogi","University of Wisconsin","PC Members","sigmod","2017","Chicago","Midwestern","USA",23,843
"ZUzG5igAAAAJ","Theodoros Rekatsinas","Assistant Professor;University of Wisconsin-Madison","PC Members","sigmod","2017","Chicago","Midwestern","USA",23,207
"GEnUYjQAAAAJ","Matthias Schubert","Ludwig-Maximilians UniversitÃ¤t MÃ¼nchen","PC Members","sigmod","2017","Chicago","Midwestern","USA",90,1934
"vzfO5TwAAAAJ","Sudeepa Roy","Duke University; Computer Science","PC Members","sigmod","2017","Chicago","Midwestern","USA",36,609
