DdHED4IAAAAJ,156,4912
DDxFvcIAAAAJ,186,11065
dg3_PMoAAAAJ,18,173
diEa5x0AAAAJ,22,95
dliZB7MAAAAJ,92,1904
DnnCWN0AAAAJ,194,7440
dQ-x9NQAAAAJ,145,3276
dq6GHFwAAAAJ,11,100
dqgckDgAAAAJ,44,341
DuLgpaQAAAAJ,36,781
dWcZPFEAAAAJ,104,3829
DWERCmsAAAAJ,358,3725
DwKNhwwAAAAJ,90,2715
dwxm_CoAAAAJ,378,15368
dZqFyeMAAAAJ,30,292
E0QQoIMAAAAJ,112,1211
e1M9wXEAAAAJ,106,4046
E4GQv5cAAAAJ,79,3038
e7Qs3JgAAAAJ,78,1283
e8WrHMwAAAAJ,45,2183
e9qUUSgAAAAJ,136,10285
E9YbZ3cAAAAJ,73,2995
EA4ZKygAAAAJ,39,671
eao5MiQAAAAJ,141,2666
eavzCOMAAAAJ,74,315
EfuT9RoAAAAJ,1488,35780
EJbzAU0AAAAJ,6,52
EkrwLHoAAAAJ,21,470
EM-l50cAAAAJ,124,1607
EoG3v7QAAAAJ,53,890
eOZR3vEAAAAJ,265,1381
eQUn8ugAAAAJ,147,6974
ErxOtuEAAAAJ,317,3111
EVNolAkAAAAJ,1043,2990
evZ9Q9EAAAAJ,20,170
ewCT-KkAAAAJ,457,13062
eyCw9goAAAAJ,143,5842
EYHcnl4AAAAJ,54,526
eZyrbXIAAAAJ,213,3521
e_SGo7EAAAAJ,71,706
F0uFT_kAAAAJ,290,4357
f0Wc8tkAAAAJ,245,15596
F4eflRgAAAAJ,234,5580
f5vdXEQAAAAJ,35,1142
f8FjAtMAAAAJ,358,10541
Fe8iIHMAAAAJ,40,1060
fhxshS0AAAAJ,142,12156
FI1rYesAAAAJ,136,2775
FI5-sZEAAAAJ,236,4678
FJ7im7AAAAAJ,26,189
fjAgFSkAAAAJ,310,2180
FJtpK04AAAAJ,17,183
fkNjVcIAAAAJ,457,19084
fKV65XQAAAAJ,44,1735
FmRpFsoAAAAJ,280,5627
FmSpTXQAAAAJ,39,502
FtbGhBQAAAAJ,346,40368
Ftj1h4cAAAAJ,149,5080
fUTN90MAAAAJ,235,6719
fv1GAB8AAAAJ,122,1075
FXIxFs4AAAAJ,118,3997
fykfPiwAAAAJ,86,3097
fYPVRLgAAAAJ,14,655
Fz-M2tkAAAAJ,20,103
FzNzuBsAAAAJ,157,2732
F_MI0pcAAAAJ,395,43323
G-1f1G4AAAAJ,170,5548
g0c3rmQAAAAJ,11,178
G1Iux80AAAAJ,393,14020
GAlAgGsAAAAJ,90,1006
gbH5eZQAAAAJ,28,652
gC5ucdsAAAAJ,18,1087
GEnUYjQAAAAJ,90,1934
GfDVWmEAAAAJ,147,3990
gg0HkEsAAAAJ,105,1826
GhGV4P8AAAAJ,10,70
GHz1ZVIAAAAJ,263,9935
GiYeBaAAAAAJ,53,3669
GkXqbmMAAAAJ,70,1394
gM2WW9UAAAAJ,2114,15638
gMOBKfUAAAAJ,43,1418
gpLVKmEAAAAJ,265,11123
GPnb9QUAAAAJ,42,298
gsE1VKUAAAAJ,332,5550
GSQaeoQAAAAJ,34,566
gtglwgYAAAAJ,443,9806
GU9HgNAAAAAJ,98,2195
GuUidjwAAAAJ,61,854
gV-JU9EAAAAJ,78,740
gv2S7xYAAAAJ,193,10198
GzfP-DYAAAAJ,6,63
H-VmFU4AAAAJ,346,21161
h1mExmcAAAAJ,106,2610
h2ivd3AAAAAJ,310,4156
h8M0U0oAAAAJ,216,9773
h9mbv9MAAAAJ,59,3198
hcqjUUQAAAAJ,51,3418
HCxwGIkAAAAJ,124,2625
HEFGlx8AAAAJ,179,12185
hEonvSwAAAAJ,140,1358
HF2G3LAAAAAJ,220,6707
Hg4HmTAAAAAJ,129,10793
HHd7uewAAAAJ,48,1467
HHveg2kAAAAJ,282,7916
hI3a_oIAAAAJ,94,2569
hJjASywAAAAJ,55,1382
HNwwWQgAAAAJ,74,2609
Hp8UvrcAAAAJ,8,96
HPYVJacAAAAJ,182,8653
hrr5co4AAAAJ,99,1581
Hs9cVRgAAAAJ,173,4768
Htf2zbsAAAAJ,45,1272
HYDToQYAAAAJ,29,1424
hZQ57XcAAAAJ,26,770
I1EvjZsAAAAJ,112,31926
i6wFsEQAAAAJ,253,12482
iASQcSYAAAAJ,364,2504
IBZL3aQAAAAJ,13,355
ICOWtt0AAAAJ,61,909
IF0C9wQAAAAJ,30,465
ifU81ikAAAAJ,667,16031
iG3kO1QAAAAJ,50,734
IGZ5WmgAAAAJ,300,4098
iHevumsAAAAJ,2774,18606
iIFHZ1UAAAAJ,578,11481
iiIxp8cAAAAJ,188,3345
IiSNwnAAAAAJ,54,3356
IJAU8KoAAAAJ,164,3104
IJECSdkAAAAJ,54,756
IKgiD0AAAAAJ,320,5574
Inqu8SkAAAAJ,400,13235
INQwsQkAAAAJ,212,24879
Iqsl_XMAAAAJ,66,1003
IS2FI1oAAAAJ,96,1638
IukO3bIAAAAJ,80,3869
iWy055wAAAAJ,535,10455
iZdkiP4AAAAJ,18,38
J08pnbAAAAAJ,94,2278
J2sg9BwAAAAJ,76,2039
j6KFCRAAAAAJ,137,3587
j6rglkYAAAAJ,297,10036
JaAonb0AAAAJ,47,769
jaqDCS4AAAAJ,28,270
jbKkx5wAAAAJ,76,1530
jCJDleAAAAAJ,196,1711
jEdhxGMAAAAJ,531,12478
jfdT_HIAAAAJ,57,1722
Jh3QCRYAAAAJ,113,1328
JireFzMAAAAJ,183,1774
jJ8BLgsAAAAJ,182,5861
JJsBmhYAAAAJ,75,1012
JkA9YJAAAAAJ,24,132
jKHvF80AAAAJ,79,1433
JMwO_hkAAAAJ,17,347
jNQlAkoAAAAJ,45,970
jOvUDjYAAAAJ,247,9692
Jp_w2IwAAAAJ,112,1741
Jq3PXEQAAAAJ,15,559
jqzSwdsAAAAJ,54,703
jrPG2AUAAAAJ,65,493
JTmMb3kAAAAJ,29,354
JU-zSOkAAAAJ,23,414
JUkPW-cAAAAJ,27,622
jWdEzfgAAAAJ,23,727
JxiXHvcAAAAJ,62,359
jyykiFIAAAAJ,28,1662
jZgjlGUAAAAJ,83,1524
JzoifEMAAAAJ,97,2444
J_XhIsgAAAAJ,229,36136
K-isjagAAAAJ,22,414
k2cCwvsAAAAJ,29,616
K2jKdVMAAAAJ,368,5238
k3YaoIEAAAAJ,267,24592
K4w5qYUAAAAJ,49,465
K5VpjOsAAAAJ,35,1128
K5VPw-IAAAAJ,56,1551
K6xHUEsAAAAJ,231,2237
Ka6w1vgAAAAJ,181,4098
KAkAdrEAAAAJ,169,2410
kAq_-McAAAAJ,53,1954
KBiBATkAAAAJ,48,923
kbphsU0AAAAJ,5,14
kdv2ajAAAAAJ,224,4178
keO-0s0AAAAJ,347,6135
kGKlHp0AAAAJ,539,26100
KHjLaWAAAAAJ,86,1451
kJIkUagAAAAJ,23,1467
Kk0QTh4AAAAJ,14,28
Km1V8WwAAAAJ,408,9621
kOc0x0MAAAAJ,47,803
KolmTncAAAAJ,199,5671
kp0baVYAAAAJ,14,117
Kr6jppsAAAAJ,404,9061
KtP9-zYAAAAJ,145,13398
Kv9AbjMAAAAJ,1060,147758
kVUa9ZoAAAAJ,31,1041
Kw71k1gAAAAJ,41,568
kZERbLEAAAAJ,56,1430
kZti0OcAAAAJ,27,1207
l0_smaMAAAAJ,160,2172
l7FSy98AAAAJ,29,606
L8zhVsMAAAAJ,76,2021
lBF-mDAAAAAJ,56,495
LbXvZUoAAAAJ,117,1676
lCdBR8cAAAAJ,67,639
Lck1uq8AAAAJ,89,1030
LdixJxkAAAAJ,9,611
LFLG5pcAAAAJ,556,20972
LFTRuMEAAAAJ,209,1821
LJNsBeoAAAAJ,945,7011
ljyBjv8AAAAJ,261,12288
LKgo-jcAAAAJ,60,3042
LKO-Pk8AAAAJ,258,11291
Lkt7O6wAAAAJ,44,117
LNgp00MAAAAJ,75,2393
lNQmMTMAAAAJ,136,3680
LVKaMIgAAAAJ,133,1769
lWw-l1EAAAAJ,5,53
Lx9fbJoAAAAJ,89,850
M-FpUBoAAAAJ,0,0
M7whMe0AAAAJ,15,235
mADR4AYAAAAJ,206,3051
mcz6T78AAAAJ,86,5056
Md2HV1cAAAAJ,161,7184
mdE4fyoAAAAJ,96,801
mGPuiasAAAAJ,42,2024
mIKYkDgAAAAJ,10,265
mlafJ6wAAAAJ,87,5042
mQMC3aYAAAAJ,135,3609
MRbdeWkAAAAJ,146,1064
MTZaRW4AAAAJ,405,20314
MT_DWa4AAAAJ,23,219
mua0zR4AAAAJ,37,338
MVbJ9wQAAAAJ,79,613
MvGKdLoAAAAJ,302,3927
mVj8o7gAAAAJ,112,1484
MVxcjEoAAAAJ,52,2949
MWBc0-MAAAAJ,60,693
N3DjoZYAAAAJ,76,2153
N9wi5soAAAAJ,263,21416
nAGXeFkAAAAJ,453,23357
Nc_AL5UAAAAJ,158,13852
NjeM1LsAAAAJ,158,11811
njFoZewAAAAJ,21,156
njKmu5cAAAAJ,110,3697
nKR2tGvMLFMC,135,6543
NKYtfsYAAAAJ,23,1190
nl8dmycAAAAJ,30,499
NpccCXwAAAAJ,200,4203
Nr6E_rIAAAAJ,68,1006
NrgcBX8AAAAJ,85,2207
nSg32MQAAAAJ,143,4651
NvKHgzkAAAAJ,52,3465
nwDychwAAAAJ,96,3880
nYN9A3IAAAAJ,54,1002
NyoHewcAAAAJ,315,5509
o-I3jsgAAAAJ,36,2605
o0F3sqEAAAAJ,238,3665
O125w4cAAAAJ,158,2116
O3aCRaoAAAAJ,72,1478
O3SR2kAAAAAJ,62,2581
o5k9wxUAAAAJ,122,3398
oad6_oEAAAAJ,550,6662
oaM-d7QAAAAJ,92,3242
ObrHM1sAAAAJ,62,756
ocfGYhcAAAAJ,28,591
ODCUXBgAAAAJ,23,843
Odh4GSYAAAAJ,164,24313
OFlBSEEAAAAJ,78,857
OhiNDfkAAAAJ,52,1061
OiVJBdAAAAAJ,41,435
oJ6G8gUAAAAJ,53,1175
oleB9xIAAAAJ,967,13908
OLfQNfEAAAAJ,376,3888
On163UsAAAAJ,189,12477
oPGhz_cAAAAJ,31,733
oqpT1YUAAAAJ,421,10948
OsKAdpEAAAAJ,59,2012
ot2J_RUAAAAJ,11,262
Owype4oAAAAJ,38,909
oZGA-rAAAAAJ,107,8794
o_ydpSIAAAAJ,37,414
P2Sg2CIAAAAJ,15,29
p3aFd0sAAAAJ,11,152
pawfeJAAAAAJ,29,392
PBxCac8AAAAJ,164,1768
pdDeRScAAAAJ,298,11283
PDwcE7wAAAAJ,19,913
pgqqPmwAAAAJ,81,3129
PH96F4oAAAAJ,53,625
PHJokEQAAAAJ,361,20354
pHMIJG8AAAAJ,132,5059
pHTgOOIAAAAJ,117,1734
pHwxwjwAAAAJ,118,1405
Pi89P8kAAAAJ,137,4692
pi985dQAAAAJ,188,3564
PlgV6FwAAAAJ,122,1920
pOh1as0AAAAJ,166,8820
poXWlycAAAAJ,64,1452
PpcRwI0AAAAJ,24,312
ppei17sAAAAJ,45,860
pPInY4UAAAAJ,206,17977
Pqf21y0AAAAJ,216,6999
PsBGmRcAAAAJ,49,1365
PTwcvk4AAAAJ,507,4536
pU0dce0AAAAJ,179,4791
PWWKcAMAAAAJ,15,1380
pyZ_FH4AAAAJ,40,1624
pzcJtf4AAAAJ,16,159
P_9a7I0AAAAJ,164,3698
Q1mcglAAAAAJ,514,16010
q3xV7s8AAAAJ,24,348
Q4Sn28AAAAAJ,31,1544
q6Ft35wAAAAJ,236,5863
Q7QvAjgAAAAJ,7,55
QADnFFYAAAAJ,26,82
Qa_TAw4AAAAJ,155,12730
QBoOiHMAAAAJ,75,2099
Qc_4yiYAAAAJ,177,13359
qdMkAEIAAAAJ,487,27914
qdpiy94AAAAJ,94,1642
qfCah3sAAAAJ,372,5222
qFiMLsIAAAAJ,217,11171
qFOwPNQAAAAJ,26,511
qG1LVpQAAAAJ,31,1191
Qg7T6vUAAAAJ,94,2657
qjBQhoUAAAAJ,52,1339
qljqoI0AAAAJ,110,642
qoUDihAAAAAJ,19,212
QpbUFRsAAAAJ,119,1533
qPDhlWkAAAAJ,106,5259
QPyHkEQAAAAJ,576,3064
QT9-AZ4AAAAJ,154,1190
qtfHsnoAAAAJ,33,6240
qUBdmWgAAAAJ,200,4174
QUdlpN0AAAAJ,34,486
qXb4xQMAAAAJ,299,8099
QXyj0hkAAAAJ,396,7398
QY-earAAAAAJ,309,5811
qz6YaN4AAAAJ,75,3116
r0nnyGYAAAAJ,47,1872
R1Jt75cAAAAJ,236,7585
r1quzEkAAAAJ,92,7348
r1VFrkAAAAAJ,59,1735
rA9nFskAAAAJ,7,24
RaINcuUAAAAJ,237,6823
RcCvJVQAAAAJ,99,1446
rd7fZnQAAAAJ,24,884
rDfyQnIAAAAJ,321,43672
rDULxmwAAAAJ,82,882
rejzeocAAAAJ,164,12593
reTa2HwAAAAJ,297,10645
reYJaYMAAAAJ,373,22806
RG3PiFgAAAAJ,127,3532
rg6Bl5YAAAAJ,109,2540
rgD-ISsAAAAJ,480,9129
RJML1hgAAAAJ,948,12532
RkddXygAAAAJ,36,1463
RLChs4QAAAAJ,111,3580
RMaqDKAAAAAJ,57,2386
Rmds8IcAAAAJ,74,3670
rMtUkMcAAAAJ,243,5859
RogYLKYAAAAJ,218,5330
rPn2SMoAAAAJ,282,2582
RyXHY68AAAAJ,26,521
s-FDyf4AAAAJ,82,1105
s-pXApcAAAAJ,79,259
s3lQL7YAAAAJ,3000,39609
s3L_fj0AAAAJ,88,1091
S6L1eOMAAAAJ,114,1614
S9zyMRgAAAAJ,163,3951
SB3_eb0AAAAJ,90,1306
SdGU2bMAAAAJ,94,2969
sEl5MeQAAAAJ,19,618
seXHg1QAAAAJ,182,3082
SGay8u4AAAAJ,97,3627
SGT23RAAAAAJ,51,601
sHXqNl4AAAAJ,53,2108
SIxd6jgAAAAJ,456,29127
Sk-JV9QAAAAJ,38,453
SKRWv2IAAAAJ,100,2627
SKVnHakAAAAJ,474,32338
SLdtHZAAAAAJ,7,218
sLHyO1wAAAAJ,623,2806
slVcOQIAAAAJ,340,29934
sOY-wjkAAAAJ,112,7838
sOzdfjYAAAAJ,47,773
SqAsppUAAAAJ,160,7022
srFoN_4AAAAJ,77,1971
sSzAlq0AAAAJ,279,10877
sTAoZeUAAAAJ,489,8181
sugWZ6MAAAAJ,187,9639
sWgtY_sAAAAJ,103,1845
SW_WaQ0AAAAJ,23,225
sXPYZ-IAAAAJ,43,1814
szORzAoAAAAJ,115,942
s_GmFv0AAAAJ,54,2048
t7z2V78AAAAJ,107,6018
TBaBNdkAAAAJ,49,1200
tcwyqtUAAAAJ,270,14085
tDZy_OsAAAAJ,66,3506
TezsWQUAAAAJ,42,274
TKSjVTUAAAAJ,36,1810
tlh8i7gAAAAJ,97,23543
tNmIw4MAAAAJ,488,16984
TQgOjK0AAAAJ,111,5353
tSsTPxgAAAAJ,46,656
TZ91yu8AAAAJ,172,1801
T_YePXEAAAAJ,170,1846
u0S6ofAAAAAJ,194,9077
u1UDm4wAAAAJ,56,3257
UbW5_3YAAAAJ,223,10968
uDvhoEkAAAAJ,136,3939
uF3-t9EAAAAJ,38,905
ug5vCjIAAAAJ,78,1736
uGsKvHoAAAAJ,87,6685
UhJRkaIAAAAJ,63,856
Uk9v1BQAAAAJ,112,6515
uLa0zdcAAAAJ,115,2154
UR4eDW4AAAAJ,151,3672
usr3H7gAAAAJ,76,1466
uwwHfssAAAAJ,80,2652
v19BUHIAAAAJ,199,1855
v2-C4i4AAAAJ,441,5178
V6f0Ao4AAAAJ,12,90
v7FGOH0AAAAJ,41,142
v8ZQDf8AAAAJ,69,1942
Vday3jIAAAAJ,5,42
VeB3UbcAAAAJ,105,2110
VghIYWEAAAAJ,92,5324
Vg_tH_0AAAAJ,29,1111
VIwtdckAAAAJ,775,20790
vJUjFpQAAAAJ,75,2441
VKfq59gAAAAJ,239,5823
vLbmweYAAAAJ,161,4827
VMmPdi0AAAAJ,381,5577
vN-is70AAAAJ,496,86441
vNAD0mAAAAAJ,1002,28594
vq5oTnEAAAAJ,68,3497
vX45evgAAAAJ,308,11821
vYcHYoYAAAAJ,168,5016
vzfO5TwAAAAJ,36,609
v_uxLhgAAAAJ,84,7247
w2CfzowAAAAJ,23,398
w2n5LhUAAAAJ,111,2243
w5bvD40AAAAJ,38,2205
w6-6MLkAAAAJ,77,1280
w6hts30AAAAJ,42,1452
W9ddrU8AAAAJ,7,31
W9YkIcoAAAAJ,152,2884
wb9DYOEAAAAJ,91,4567
WcVpbRwAAAAJ,68,561
WemX9rAAAAAJ,221,12551
WFFamJkAAAAJ,147,7076
WHug6IAAAAAJ,51,667
WiQmAvYAAAAJ,160,3338
wJdbXnYAAAAJ,36,434
wJmcDJ4AAAAJ,216,4694
wKuXqccAAAAJ,97,2564
wLtu3FYAAAAJ,120,7110
wmleQ1QAAAAJ,225,3622
wo20cPYAAAAJ,780,25005
WqZUoFMAAAAJ,128,6496
wUJ2bXgAAAAJ,547,118201
wuj5y3MAAAAJ,33,2722
wUkamYwAAAAJ,193,10513
ww87pkcAAAAJ,176,4583
wx6jA30AAAAJ,18,160
wYQ-rAQAAAAJ,54,1441
X-9OH6AAAAAJ,387,13530
X0xJXZ0AAAAJ,13,96
X1-ovCkAAAAJ,253,9895
X22nUYgAAAAJ,33,3534
X53rkecAAAAJ,73,3568
X9NC1jIAAAAJ,13,285
XbLPeQcAAAAJ,93,2726
XcaEg-cAAAAJ,745,21193
xe0eVksAAAAJ,638,19209
xEZlTrIAAAAJ,92,2728
XG6dlLAAAAAJ,269,18959
XGzPuKEAAAAJ,291,5530
xHC1VkoAAAAJ,40,805
XHfTq_gAAAAJ,315,4213
xiSS1ZIAAAAJ,18,110
Xk6QwMgAAAAJ,35,1050
Xm9AagkAAAAJ,21,190
xOEd-Z8AAAAJ,71,942
XQOSmToAAAAJ,32,1234
XrEe_oIAAAAJ,41,363
xSDfDpsAAAAJ,181,4929
Xx5LnR4AAAAJ,31,424
XxQq8nsAAAAJ,25,820
XZV2eogAAAAJ,328,16099
X_mATf8AAAAJ,137,1770
Y1aOQ3QAAAAJ,26,514
y5Jl2xsAAAAJ,14,237
y6BXzxIAAAAJ,58,1509
y6m820wAAAAJ,611,8036
Y9FApJ4AAAAJ,37,6051
yB17meAAAAAJ,85,1212
YdrkeNwAAAAJ,312,10122
YERhuN8AAAAJ,57,702
YG6mTEIAAAAJ,148,5528
YHR0wkkAAAAJ,205,6922
yJ998VYAAAAJ,58,975
YjcYLdUAAAAJ,3000,8567
YlsHgYQAAAAJ,90,7233
yMFHG7wAAAAJ,339,5019
YQV_ChkAAAAJ,296,4484
yvT-HVYAAAAJ,23,169
YVwFzwEAAAAJ,125,1553
YwoezYX7JVgJ,95,1408
YxHLAJkAAAAJ,74,1667
YYzvyMQAAAAJ,488,4922
zbbxc90AAAAJ,33,906
Zbc8GK4AAAAJ,47,4741
zCpQUukAAAAJ,24,555
ZfUyYtEAAAAJ,8,138
zIMEVKsAAAAJ,417,77651
zMYeuzMAAAAJ,968,11404
zpBeoc8AAAAJ,41,361
ZPczFBAAAAAJ,305,4002
zRbR5b8AAAAJ,291,2704
ZUzG5igAAAAJ,23,207
zV_MbA4AAAAJ,17,197
zxeEF2gAAAAJ,96,15364
ZxgGJMwAAAAJ,66,3751
ZXjO-Q4AAAAJ,103,10619
ZZdB48QAAAAJ,95,3365
_3I7KHAAAAAJ,78,1023
_ILTBg0AAAAJ,82,1358
_RCsaOsAAAAJ,274,14459
_wgpzQkAAAAJ,41,984
_WVA7NYAAAAJ,58,4647
_XE_jhQAAAAJ,47,2800
_xFTK8wAAAAJ,287,7423
