PID,Duty, Title, Author, Co-Author1, Co-Author2, Co-Author3, Co-Author4, Co-Author5, Conference, Year, #Citations
0RdtBlUAAAAJ,PC@SIGMOD, Learning join queries from user examples, Angela Bonifati,  Radu Ciucanu,  SÇawek Staworko, , , , ACM Transactions on Database Systems (TODS),2016,16
0RdtBlUAAAAJ,PC@SIGMOD, Inference of quantitative models of bacterial promoters from time-series reporter gene data, Diana Stefan,  Corinne Pinel,  St√©phane Pinhal,  Eugenio Cinquemani,  Johannes Geiselmann,  Hidde De Jong, PLoS computational biology,2015,14
0RdtBlUAAAAJ,PC@SIGMOD, Discovery and correctness of schema mapping transformations, Angela Bonifati,  Giansalvatore Mecca,  Paolo Papotti,  Yannis Velegrakis, , , *,2011,14
0RdtBlUAAAAJ,PC@SIGMOD, Generating flexible workloads for graph databases, Guillaume Bagan,  Angela Bonifati,  Radu Ciucanu,  George HL Fletcher,  Aur√©lien Lemay,  Nicky Advokaat, Proceedings of the VLDB Endowment,2016,12
0RdtBlUAAAAJ,PC@SIGMOD, A trichotomy for regular simple path queries on graphs, Guillaume Bagan,  Angela Bonifati,  Benoit Groz, , , , Proceedings of the 32nd ACM SIGMOD-SIGACT-SIGAI symposium on Principles of database systems,2013,12
0RdtBlUAAAAJ,PC@SIGMOD, HePToX: heterogeneous peer to peer XML databases, Angela Bonifati,  Elaine Qing Chang,  Terence Ho,  Laks VS Lakshmanan, , , arXiv preprint cs/0506002,2005,11
0RdtBlUAAAAJ,PC@SIGMOD, Discovering description logic assertions from database schemes., Angela Bonifati,  Luigi Palopoli,  Domenico Sacc†,  Domenico Ursino, , , Description Logics,1997,11
0RdtBlUAAAAJ,PC@SIGMOD, A paradigm for learning queries on big data, Angela Bonifati,  Radu Ciucanu,  Aur√©lien Lemay,  SÇawek Staworko, , , Proceedings of the First International Workshop on Bringing the Value of Big Data to Users (Data4U 2014),2014,10
0RdtBlUAAAAJ,PC@SIGMOD, Automatic extraction of database scheme semantic properties using knowledge discovery techniques, Angela Bonifati,  Luigi Palopoli,  Domenico Sacc†,  Domenico Ursino, , , Journal of Integrated Design and Process Science,1999,9
0RdtBlUAAAAJ,PC@SIGMOD, Towards a generic approach for schema matcher selection: Leveraging user pre-and post-match effort for improving quality and time performance, Fabien Duchateau, , , , , , *,2009,8
0RdtBlUAAAAJ,PC@SIGMOD, Graph data exchange with target constraints, Iovka Boneva,  Angela Bonifati,  Radu Ciucanu, , , , EDBT/ICDT Workshops-Querying Graph Structured Data (GraphQ),2015,7
0RdtBlUAAAAJ,PC@SIGMOD, SPAC: a distributed; peer-to-peer; secure and privacy-aware social space, Angela Bonifati,  Hui Wendy Wang,  Ruilin Liu, , , , Proceedings of the 19th ACM international conference on Information and knowledge management,2010,7
0RdtBlUAAAAJ,PC@SIGMOD, Synopsis data structures for xml databases: Models; issues; and research perspectives, Angela Bonifati,  Alfredo Cuzzocrea, , , , , Database and Expert Systems Applications; 2007. DEXA'07. 18th International Workshop on,2007,7
0RdtBlUAAAAJ,PC@SIGMOD, Fragmenting XML Documents via Structural Constraints., Angela Bonifati,  Alfredo Cuzzocrea,  Bruno Zinno, , , , ADBIS Research Communications,2006,7
0RdtBlUAAAAJ,PC@SIGMOD, Path Sequence-Based XML Query Processing., Ioana Manolescu,  Andrei Arion,  Angela Bonifati,  Andrea Pugliese, , , BDA,2004,7
0RdtBlUAAAAJ,PC@SIGMOD, Functional dependencies unleashed for scalable data exchange, Angela Bonifati,  Ioana Ileana,  Michele Linardi, , , , Proceedings of the 28th International Conference on Scientific and Statistical Database Management,2016,5
0RdtBlUAAAAJ,PC@SIGMOD, Interactive path query specification on graph databases, Angela Bonifati,  Radu Ciucanu,  Aur√©lien Lemay, , , , 18th International Conference on Extending Database Technology (EDBT),2015,5
0RdtBlUAAAAJ,PC@SIGMOD, Schema matching and mapping: from usage to evaluation, Angela Bonifati,  Yannis Velegrakis, , , , , Proceedings of the 14th International Conference on Extending Database Technology,2011,5
0RdtBlUAAAAJ,PC@SIGMOD, Distributed and secure access control in p2p databases, Angela Bonifati,  Ruilin Liu,  Hui Wendy Wang, , , , IFIP Annual Conference on Data and Applications Security and Privacy,2010,5
0RdtBlUAAAAJ,PC@SIGMOD, XML lossy text compression: A preliminary study, Angela Bonifati,  Marianna Lorusso,  Domenica Sileo, , , , International XML Database Symposium,2009,5
0RdtBlUAAAAJ,PC@SIGMOD, P2P; Ad Hoc and Sensor Networks®πAll the Different or All the Same, Peter A Boncz,  Angela Bonifati,  J B√∂se,  S B√∂ttcher,  P Kypros,  CL Gruenwald, Proc. of Scalable Data Management in Evolving Networks,2007,5
0RdtBlUAAAAJ,PC@SIGMOD, Reactive Services for XML Repositories, Angela Bonifati, , , , , , *,2002,5
0RdtBlUAAAAJ,PC@SIGMOD, Event Trace Independence of active behavior, Angela Bonifati,  Stefano Ceri,  Stefano Paraboschi, , , , Information Processing Letters,2005,4
0RdtBlUAAAAJ,PC@SIGMOD, Interactive mapping specification with exemplar tuples, Angela Bonifati,  Ugo Comignani,  Emmanuel Coquery,  Romuald Thion, , , Proceedings of the 2017 ACM International Conference on Management of Data,2017,3
0RdtBlUAAAAJ,PC@SIGMOD, Controlling diversity in benchmarking graph databases, Guillaume Bagan,  Angela Bonifati,  Radu Ciucanu,  George HL Fletcher,  Aur√©lien Lemay,  Nicky Advokaat, arXiv preprint arXiv:1511.08386,2015,3
0RdtBlUAAAAJ,PC@SIGMOD, XPPX: A lightweight framework for privacy preserving P2P XML databases in very large publish-subscribe systems, Angela Bonifati,  Alfredo Cuzzocrea, , , , , *,2007,3
0RdtBlUAAAAJ,PC@SIGMOD, An analytical study of large SPARQL query logs, Angela Bonifati,  Wim Martens,  Thomas Timm, , , , Proceedings of the VLDB Endowment,2017,2
0RdtBlUAAAAJ,PC@SIGMOD, Stability notions in synthetic graph generation: a preliminary study., Wilco van Leeuwen,  Angela Bonifati,  George HL Fletcher,  Nikolay Yakovets, , , EDBT,2017,2
0RdtBlUAAAAJ,PC@SIGMOD, Singular asymptotic solution along an elliptical edge for the Laplace equation in 3-D, Samuel Shannon,  Victor P√©ron,  Zohar Yosibash, , , , Engineering Fracture Mechanics,2015,2
0RdtBlUAAAAJ,PC@SIGMOD, Semantic Query Reformulation in Social PDMS, Angela Bonifati,  Gianvito Summa,  Esther Pacitti,  Fady Draidi, , , arXiv preprint arXiv:1111.6084,2011,2
0RdtBlUAAAAJ,PC@SIGMOD, Computational, C Papadimitriou, , , , , , Trans. Database Syst,2010,2
0RdtBlUAAAAJ,PC@SIGMOD, XQueC: A Query-Conscious Compressed XML Database (to appear, Andrei Arion,  Angela Bonifati,  Ioana Manolescu,  Andrea Pugliese, , ," in"" ACM TOIT""; 2007. Activity Report INRIA 2006",2007,2
0RdtBlUAAAAJ,PC@SIGMOD, 06431 Working Group Summary: P2P; Ad Hoc and Sensor Networks-All the Different or All the Same?., Peter A Boncz,  Angela Bonifati,  Joos-Hendrik B√∂se,  Stefan B√∂ttcher,  Panos K Chrysanthis,  Le Gruenwald, Scalable Data Management in Evolving Networks,2006,2
0RdtBlUAAAAJ,PC@SIGMOD, ChaseFUN: a Data Exchange Engine for Functional Dependencies at Scale., Angela Bonifati,  Ioana Ileana,  Michele Linardi, , , , EDBT,2017,1
0RdtBlUAAAAJ,PC@SIGMOD, Ontological matchmaking in recommender systems, Angela Bonifati,  Giansalvatore Mecca,  Domenica Sileo,  Gianvito Summa, , , arXiv preprint arXiv:1010.2148,2010,1
0RdtBlUAAAAJ,PC@SIGMOD, An in-memory XQuery/XPath engine over a compressed structured text representation, Angela Bonifati,  Gregory Leighton,  Veli M√§kinen,  Sebastian Maneth,  Gonzalo Navarro,  Andrea Pugliese, Dagstuhl Seminar Proceedings,2008,1
0RdtBlUAAAAJ,PC@SIGMOD, Database and XML Technologies: 5th International XML Database Symposium; XSym 2007; Vienna; Austria; September 23-24; 2007; Proceedings, Denilson Barbosa, , , , , , *,2007,1
0RdtBlUAAAAJ,PC@SIGMOD, Working Group Report on Managing and Integrating Data in P2P Databases, Peter A Boncz,  Angela Bonifati,  Peter Janacik,  Birgitta Konig-Ries,  Arantza Illarramendi,  Wolfgang Lehner, Proc. of the conference on Scalable Data Management in Evolving Networks,2007,1
0RdtBlUAAAAJ,PC@SIGMOD, Comparative Analysis of the Most Representative XML Query Languages, Angela Bonifati,  S Ceri, , , , , *,2000,1
0RdtBlUAAAAJ,PC@SIGMOD, XQueC: embedding compression into XML databases, Andrei Arion,  Angela Bonifati,  Ioana Manolescu,  Andrea Pugliese, , , *, *,1
0RdtBlUAAAAJ,PC@SIGMOD, A Declarative Approach to Linked Data Anonymization, Remy Delanaux,  Angela Bonifati,  Marie-Christine Rousset,  Romuald Thion, , , *,2018, 
0RdtBlUAAAAJ,PC@SIGMOD, Appreciation to distributed and parallel databases reviewers, Ailidani Ailijiang,  Murat Ali Bayir,  Nihat Altiparmak,  Douglas Alves Peixoto,  Vaibhav Arora,  Ira Assent, *,2018, 
0RdtBlUAAAAJ,PC@SIGMOD, 2017 Index IEEE Transactions on Knowledge and Data Engineering Vol. 29, S Aanen,  E Abdelhamid,  A Aboulnaga,  B Adhikari,  N Advokaat,  C Aggarwal, Benchmarking,2017, 
0RdtBlUAAAAJ,PC@SIGMOD, gMark: G√©n√©ration de Graphes et de Requ√™tes Dirig√©e par le Sch√©ma, Guillaume Bagan,  Angela Bonifati,  Radu Ciucanu,  George Fletcher,  Aur√©lien Lemay,  Nicky Advokaat, 32√®me Conf√©rence sur la Gestion de Donn√©es-Principes; Technologies et Applications-BDA 2016,2016, 
0RdtBlUAAAAJ,PC@SIGMOD, G√©n√©ration de Requ√™tes pour les Bases de Donn√©es Orient√©es Graphes, Guillaume Bagan,  Angela Bonifati,  Radu Ciucanu,  George Fletcher,  Aur√©lien Lemay,  Nicky Advokaat, 32√®me Conf√©rence sur la Gestion de Donn√©es-Principes; Technologies et Applications-BDA 2016,2016, 
0RdtBlUAAAAJ,PC@SIGMOD, Data Exchange with MapReduce: A First Cut, Khalid Belhajjame,  Angela Bonifati, , , , , Proceedings of the 28th International Conference on Scientific and Statistical Database Management,2016, 
0RdtBlUAAAAJ,PC@SIGMOD, Mapping-equivalence and oid-equivalence of single-function object-creating conjunctive queries, Angela Bonifati,  Werner Nutt,  Riccardo Torlone,  Jan Van den Bussche, , , The VLDB Journal,2016, 
0RdtBlUAAAAJ,PC@SIGMOD, To cite this version, Angela Bonifati,  Radu Ciucanu,  Slawomir Staworko, , , , Proceedings of the VLDB Endowment,2014, 
0RdtBlUAAAAJ,PC@SIGMOD, Query Reformulation in PDMS Based on Social Relevance, Angela Bonifati,  Gianvito Summa,  Esther Pacitti,  Fady Draidi, , , *,2014, 
0RdtBlUAAAAJ,PC@SIGMOD, Algebraic Techniques for XML View Maintenance, Angela Bonifati,  Martin Goodfellow,  Ioana Manolescu,  Domenica Sileo,  Domenica Sileo Algebraic Incremental,  Inria Links, *,2013, 
0RdtBlUAAAAJ,PC@SIGMOD, Schema Matching and Mapping, Angela Bonifati,  Zohra Bellahsene, , , , , *,2011, 
0RdtBlUAAAAJ,PC@SIGMOD, XP2P: A Framework for Fragmenting and Managing XML Data over Structured Peer-to-Peer Networks, Angela Bonifati,  Alfredo Cuzzocrea, , , , , *,2010, 
0RdtBlUAAAAJ,PC@SIGMOD, XML path summaries are compact structures representing all the simple parent-child paths of an XML document. Such paths have also been used in many works as..., Andrei Arion,  Angela Bonifati,  Ioana Manolescu,  Andrea Pugliese, , , World Wide Web,2008, 
0RdtBlUAAAAJ,PC@SIGMOD, Optimizing XML Compression in XQueC, Andrei Arion,  Angela Bonifati,  Ioana Manolescu,  Andrea Pugliese, , , Dagstuhl Seminar Proceedings,2008, 
0RdtBlUAAAAJ,PC@SIGMOD, The XQueC Project: Compressing and Querying XML, Andrei Arion,  Angela Bonifati,  Ioana Manolescu,  Andrea Pugliese, , , Dagstuhl Seminar Proceedings,2008, 
0RdtBlUAAAAJ,PC@SIGMOD, Data Base and XML Technologies; 5th International XML Database Symposium; XSym 2007, Zohra Bellahsene,  Denilson Barbosa,  Angela Bonifati,  Ela Hunt,  Rainer Unland, , *,2007, 
0RdtBlUAAAAJ,PC@SIGMOD, TOIS reviewers January 2006 through May 2007, Gary Marchionini,  Ahmed Abbasi,  Eugene Agichtein,  Khurshid Ahmad,  Azzah Al-Maskari,  Gianni Amati, ACM Transactions on Information Systems,2007, 
0RdtBlUAAAAJ,PC@SIGMOD, Schema Matching and Query Discovery: The Spicy Way, A Bonifati,  G Mecca,  A Pappalardo,  S Raunich,  G Summa, , *,2007, 
0RdtBlUAAAAJ,PC@SIGMOD, 06431 Working Group Report on Managing and Integrating Data in P2P Databases, Peter A Boncz,  Angela Bonifati,  Arantza Illarramendi,  Peter Janacik,  Birgitta K√∂nig-Ries,  Wolfgang Lehner, Dagstuhl Seminar Proceedings,2007, 
0RdtBlUAAAAJ,PC@SIGMOD, Towards a Lightweight Framework for Privacy Preserving P2P XML Databases, Angela Bonifati,  Alfredo Cuzzocrea, , , , , Database Engineering and Applications Symposium; 2006. IDEAS'06. 10th International,2006, 
0RdtBlUAAAAJ,PC@SIGMOD, Report on the 7th ACM International Workshop on Web Information and Data Management:(WIDM 2005), Angela Bonifati,  Dongwon Lee, , , , , ACM SIGMOD Record,2006, 
0RdtBlUAAAAJ,PC@SIGMOD, Antoniou; G.; see Papadakis; N. 397®π434 Bhowmick; SS; see Chen; L. 320®π347 Bhowmick; SS; see Leonardi; E. 476®π507, SS Bhowmick,  A Bonifati,  A Cuzzocrea,  S Bowers,  L Delcambre,  S Chakravarthy, Data & Knowledge Engineering,2006, 
0RdtBlUAAAAJ,PC@SIGMOD, Reactivity on the Web, James Bailey,  Fran√ßois Bry,  Michael Eckert,  Paula Lavinia Patr√¢njan, , , *,2005, 
0RdtBlUAAAAJ,PC@SIGMOD, Un mod√®le de stockage de donn√©es XML bas√© sur les s√©quences., Ioana Manolescu,  Andrei Arion,  Angela Bonifati,  Andrea Pugliese, , , Ing√©nierie des Syst√®mes d'Information,2005, 
0RdtBlUAAAAJ,PC@SIGMOD, Active XQuery, Stefano Paraboschi,  Angela Bonifati, , , , , *,2004, 
0RdtBlUAAAAJ,PC@SIGMOD, Second International Workshop on the World Wide Web and Conceptual Modeling (WCM2000)-Web Application Modeling I-Building Multi-device; Content-Centric A..., Angela Bonifati,  Stefano Ceri,  Piero Fraternali,  Andrea Maurino, , , Lecture Notes in Computer Science,2000, 
0RdtBlUAAAAJ,PC@SIGMOD, Comparative Analysis of Four XML Query Languages, Angela Bonifati,  Stefano Ceri, , , , , *,1999, 
0RdtBlUAAAAJ,PC@SIGMOD, preliminary study, WJ van Leeuwen,  GHL Fletcher,  N Yakovets,  A Bonifati, , , *, *, 
0RdtBlUAAAAJ,PC@SIGMOD, Graph Queries: Generation; Evaluation and Learning, Angela Bonifati, , , , , , *, *, 
0RdtBlUAAAAJ,PC@SIGMOD, Workshop Organization, Alberto HF Laender,  Juliana Freire,  Dan Suciu,  Mirella M Moro,  Vanessa Braganholo,  Clodoveu Davis Jr, *, *, 
0RdtBlUAAAAJ,PC@SIGMOD, Inspecting Workflow Data: Challenges and Opportunities, Angela Bonifati, , , , , , *, *, 
0RdtBlUAAAAJ,PC@SIGMOD, Querying Heterogeneous P2P XML Databases, Angela Bonifati,  CNR Icar, , , , , *, *, 
0RdtBlUAAAAJ,PC@SIGMOD, gMark: Controlling Workload Diversity in Benchmarking Graph Databases, Guillaume Bagan,  Angela Bonifati,  Radu Ciucanu,  George HL Fletcher,  Aur√©lien Lemay,  Nicky Advokaat, *, *, 
0RdtBlUAAAAJ,PC@SIGMOD, Appendix to the Paper: Schema Mapping and Query Translation in Heterogeneous P2P XML Databases, Angela Bonifati,  Elaine Chang,  Terence Ho,  Laks VS Lakshmanan,  Rachel Pottinger,  Yongik Chung, *, *, 
0RdtBlUAAAAJ,PC@SIGMOD, 1 Etat Civil, Angela BONIFATI,  Nicole BIDOIT-TOLLU,  Alain DENISE,  Denis LUGIEZ,  Philippe RIGAUX,  Victor VIANU, *, *, 
0RdtBlUAAAAJ,PC@SIGMOD, A Web-based Interactive Software Development Tool for Data Mart Design, A Bonifati,  S Ceri,  A Fuggetta, , , , *, *, 
0RdtBlUAAAAJ,PC@SIGMOD, Program Committees, Daniel Abadi,  Ashraf ABOULNAGA,  Laurent AMSALEG,  Walid AREF,  Sourav BHOWMICK,  Angela BONIFATI, *, *, 
0RdtBlUAAAAJ,PC@SIGMOD, Abiteboul; S. 41 Aggarwal; CC 261;593 Agrawal; D 93; 274;496;639 Agrawal; S. 5, M Akinde,  S AI-Khalifa,  G Alonso,  M Areal,  WG Aref,  V Atluri, *, *, 
0RdtBlUAAAAJ,PC@SIGMOD, The Spicy Project: A New Approach to Schema Matching, Angela Bonifati,  Giansalvatore Mecca,  Alessandro Pappalardo,  Salvatore Raunich, , , *, *, 
0s4q-8oAAAAJ,PC@SIGMOD, Design and preparation of new palladium precatalysts for C®πC and C®πN cross-coupling reactions, Nicholas C Bruno,  Matthew T Tudge,  Stephen L Buchwald, , , , Chemical science,2013,245
0s4q-8oAAAAJ,PC@SIGMOD, Synthesis and application of palladium precatalysts that accommodate extremely bulky di-tert-butylphosphino biaryl ligands, Nicholas C Bruno,  Stephen L Buchwald, , , , , Organic letters,2013,79
0s4q-8oAAAAJ,PC@SIGMOD, N-Substituted 2-aminobiphenylpalladium methanesulfonate precatalysts and their use in C®πC and C®πN cross-couplings, Nicholas C Bruno,  Nootaree Niljianskul,  Stephen L Buchwald, , , , The Journal of organic chemistry,2014,46
0s4q-8oAAAAJ,PC@SIGMOD, Enantioselective synthesis of carbo-and heterocycles through a CuH-catalyzed hydroalkylation approach, Yi-Ming Wang,  Nicholas C Bruno,  Ångel L Placeres,  Shaolin Zhu,  Stephen L Buchwald, , Journal of the American Chemical Society,2015,36
0s4q-8oAAAAJ,PC@SIGMOD, Oscillatory three-phase flow reactor for studies of bi-phasic catalytic reactions, Milad Abolhasani,  Nicholas C Bruno,  Klavs F Jensen, , , , Chemical Communications,2015,16
0s4q-8oAAAAJ,PC@SIGMOD, Chem Sci. 2013; 4: 916.[PubMed](b) Bruno NC; Buchwald SL, NC Bruno,  MT Tudge, , , , , Org Lett,2013,3
0s4q-8oAAAAJ,PC@SIGMOD, New palladium precatalysts for cross-coupling reactions, Nicholas C Bruno,  Stephen L Buchwald, , , , , Strem Chemicals; Inc.,2014,2
0s4q-8oAAAAJ,PC@SIGMOD, Copper-Catalyzed Enantioselective Synthesis of Carbo-and Heterocycles, Hisashi Yamamoto,  Masahiro Sai, , , , , Synfacts,2015, 
0s4q-8oAAAAJ,PC@SIGMOD, Phosphine-ligated palladium sulfonate palladacycles, *, , , , , , *,2015, 
0s4q-8oAAAAJ,PC@SIGMOD, Novel palladium precatalysts and their application in cross-coupling reactions and copper-catalyzed enantioselective ring formation, Nicholas Charles Bruno, , , , , , *,2015, 
0s4q-8oAAAAJ,PC@SIGMOD, Phosphine-ligated palladium sulfonate palladacycles, *, , , , , , *,2014, 
0s4q-8oAAAAJ,PC@SIGMOD, Design of palladium (II) methanesulfonate precatalysts for CC; CO and CN cross-coupling reactions, Nicholas C Bruno,  Matthew T Tudge,  Stephen L Buchwald, , , , ABSTRACTS OF PAPERS OF THE AMERICAN CHEMICAL SOCIETY,2013, 
0s4q-8oAAAAJ,PC@SIGMOD, by Nicholas C. Bruno & Stephen L. Buchwald, Buchwald Precatalysts,  Buchwald Ligands Kits,  Buchwald Precatalysts Kits, , , , Acc. Chem. Res,2008, 
0s4q-8oAAAAJ,PC@SIGMOD, Theses-Dept. of Chemistry Research and Teaching Output of the MIT Community, Whitney Rochelle Hess,  Kolby Lyn White,  Mackenzie James Parker,  Alexander Alexandrovich Vinogradov,  Yongbao Sun, , *, *, 
0s4q-8oAAAAJ,PC@SIGMOD, Chemistry-Ph. D./Sc. D. Research and Teaching Output of the MIT Community, Whitney Rochelle Hess,  Kolby Lyn White,  Mackenzie James Parker,  Alexander Alexandrovich Vinogradov,  Yongbao Sun, , *, *, 
0s4q-8oAAAAJ,PC@SIGMOD, Department of Chemistry Research and Teaching Output of the MIT Community, Whitney Rochelle Hess,  Kolby Lyn White,  Mackenzie James Parker,  Alexander Alexandrovich Vinogradov,  Yongbao Sun, , *, *, 
0s4q-8oAAAAJ,PC@SIGMOD, Theses-Chemistry Research and Teaching Output of the MIT Community, Whitney Rochelle Hess,  Kolby Lyn White,  Mackenzie James Parker,  Alexander Alexandrovich Vinogradov,  Yongbao Sun, , *, *, 
0VFi-vAAAAAJ,PC@SIGMOD, Discovering similar multidimensional trajectories, Michail Vlachos,  George Kollios,  Dimitrios Gunopulos, , , , Data Engineering; 2002. Proceedings. 18th International Conference on,2002,1231
0VFi-vAAAAAJ,PC@SIGMOD, Approximate aggregation techniques for sensor databases, Jeffrey Considine,  Feifei Li,  George Kollios,  John Byers, , , Data Engineering; 2004. Proceedings. 20th International Conference on,2004,704
0VFi-vAAAAAJ,PC@SIGMOD, On indexing mobile objects, George Kollios,  Dimitrios Gunopulos,  Vassilis J Tsotras, , , , Proceedings of the eighteenth ACM SIGMOD-SIGACT-SIGART symposium on Principles of database systems,1999,485
0VFi-vAAAAAJ,PC@SIGMOD, Dynamic authenticated index structures for outsourced databases, Feifei Li,  Marios Hadjieleftheriou,  George Kollios,  Leonid Reyzin, , , Proceedings of the 2006 ACM SIGMOD international conference on Management of data,2006,375
0VFi-vAAAAAJ,PC@SIGMOD, Mining; indexing; and querying historical spatiotemporal data, Nikos Mamoulis,  Huiping Cao,  George Kollios,  Marios Hadjieleftheriou,  Yufei Tao,  David W Cheung, Proceedings of the tenth ACM SIGKDD international conference on Knowledge discovery and data mining,2004,318
0VFi-vAAAAAJ,PC@SIGMOD, On trip planning queries in spatial databases, Feifei Li,  Dihan Cheng,  Marios Hadjieleftheriou,  George Kollios,  Shang-Hua Teng, , International Symposium on Spatial and Temporal Databases,2005,267
0VFi-vAAAAAJ,PC@SIGMOD, MRShare: sharing across multiple queries in MapReduce, Tomasz Nykiel,  Michalis Potamias,  Chaitanya Mishra,  George Kollios,  Nick Koudas, , Proceedings of the VLDB Endowment,2010,261
0VFi-vAAAAAJ,PC@SIGMOD, Approximating multi-dimensional aggregate range queries over real attributes, Dimitrios Gunopulos,  George Kollios,  Vassilis J Tsotras,  Carlotta Domeniconi, , , Acm Sigmod Record,2000,226
0VFi-vAAAAAJ,PC@SIGMOD, Discovering clusters in motion time-series data, Jonathan Alon,  Stan Sclaroff,  George Kollios,  Vladimir Pavlovic, , , Computer Vision and Pattern Recognition; 2003. Proceedings. 2003 IEEE Computer Society Conference on,2003,212
0VFi-vAAAAAJ,PC@SIGMOD, Boostmap: A method for efficient approximate similarity rankings, Vassilis Athitsos,  Jonathan Alon,  Stan Sclaroff,  George Kollios, , , Computer Vision and Pattern Recognition; 2004. CVPR 2004. Proceedings of the 2004 IEEE Computer Society Conference on,2004,204
0VFi-vAAAAAJ,PC@SIGMOD, Efficient biased sampling for approximate clustering and outlier detection in large data sets, George Kollios,  Dimitrios Gunopulos,  Nick Koudas,  Stefan Berchtold, , , IEEE Transactions on Knowledge and Data Engineering,2003,197
0VFi-vAAAAAJ,PC@SIGMOD, Efficient indexing of spatiotemporal objects, Marios Hadjieleftheriou,  George Kollios,  Vassilis J Tsotras,  Dimitrios Gunopulos, , , International Conference on Extending Database Technology,2002,192
0VFi-vAAAAAJ,PC@SIGMOD, Non-linear dimensionality reduction techniques for classification and visualization, Michail Vlachos,  Carlotta Domeniconi,  Dimitrios Gunopulos,  George Kollios,  Nick Koudas, , Proceedings of the eighth ACM SIGKDD international conference on Knowledge discovery and data mining,2002,188
0VFi-vAAAAAJ,PC@SIGMOD, Extraction and clustering of motion trajectories in video, Dan Buzan,  Stan Sclaroff,  George Kollios, , , , Pattern Recognition; 2004. ICPR 2004. Proceedings of the 17th International Conference on,2004,185
0VFi-vAAAAAJ,PC@SIGMOD, Spatio-temporal aggregation using sketches, Yufei Tao,  George Kollios,  Jeffrey Considine,  Feifei Li,  Dimitris Papadias, , Data Engineering; 2004. Proceedings. 20th International Conference on,2004,183
0VFi-vAAAAAJ,PC@SIGMOD, Nearest neighbor queries in a mobile environment, George Kollios,  Dimitrios Gunopulos,  Vassilis J Tsotras, , , , *,1999,131
0VFi-vAAAAAJ,PC@SIGMOD, Efficient processing of top-k queries in uncertain databases with x-relations, Ke Yi,  Feifei Li,  George Kollios,  Divesh Srivastava, , , IEEE transactions on knowledge and data engineering,2008,128
0VFi-vAAAAAJ,PC@SIGMOD, K-nearest neighbors in uncertain graphs, Michalis Potamias,  Francesco Bonchi,  Aristides Gionis,  George Kollios, , , Proceedings of the VLDB Endowment,2010,127
0VFi-vAAAAAJ,PC@SIGMOD, Indexing animated objects using spatiotemporal access methods, George Kollios,  Vassilis J.  Tsotras,  Dimitrios Gunopulos,  Alex Delis,  Marios Hadjieleftheriou, , IEEE Transactions on Knowledge and Data Engineering,2001,127
0VFi-vAAAAAJ,PC@SIGMOD, Efficient processing of top-k queries in uncertain databases, Ke Yi,  Feifei Li,  George Kollios,  Divesh Srivastava, , , Data Engineering; 2008. ICDE 2008. IEEE 24th International Conference on,2008,116
0VFi-vAAAAAJ,PC@SIGMOD, Complex spatio-temporal pattern queries, Marios Hadjieleftheriou,  George Kollios,  Petko Bakalov,  Vassilis J Tsotras, , , Proceedings of the 31st international conference on Very large data bases,2005,113
0VFi-vAAAAAJ,PC@SIGMOD, Time series compressibility and privacy, Spiros Papadimitriou,  Feifei Li,  George Kollios,  Philip S Yu, , , Proceedings of the 33rd international conference on Very large data bases,2007,111
0VFi-vAAAAAJ,PC@SIGMOD, Nearest neighbor retrieval using distance-based hashing, Vassilis Athitsos,  Michalis Potamias,  Panagiotis Papapetrou,  George Kollios, , , Data Engineering; 2008. ICDE 2008. IEEE 24th International Conference on,2008,106
0VFi-vAAAAAJ,PC@SIGMOD, On-line discovery of dense areas in spatio-temporal databases, Marios Hadjieleftheriou,  George Kollios,  Dimitrios Gunopulos,  Vassilis J Tsotras, , , International Symposium on Spatial and Temporal Databases,2003,106
0VFi-vAAAAAJ,PC@SIGMOD, Discovering frequent arrangements of temporal intervals, Panagiotis Papapetrou,  George Kollios,  Stan Sclaroff,  Dimitrios Gunopulos, , , Data Mining; Fifth IEEE International Conference on,2005,97
0VFi-vAAAAAJ,PC@SIGMOD, Boostmap: An embedding method for efficient nearest neighbor retrieval, Vassilis Athitsos,  Jonathan Alon,  Stan Sclaroff,  George Kollios, , , IEEE Transactions on Pattern Analysis and Machine Intelligence,2008,94
0VFi-vAAAAAJ,PC@SIGMOD, Spatial outsourcing for location-based services, Yin Yang,  Stavros Papadopoulos,  Dimitris Papadias,  George Kollios, , , Data Engineering; 2008. ICDE 2008. IEEE 24th International Conference on,2008,92
0VFi-vAAAAAJ,PC@SIGMOD, Authenticated indexing for outsourced spatial databases, Yin Yang,  Stavros Papadopoulos,  Dimitris Papadias,  George Kollios, , , The VLDB Journal,2009,90
0VFi-vAAAAAJ,PC@SIGMOD, Robust similarity measures for mobile object trajectories, Michail Vlachos,  Dimitrios Gunopulos,  George Kollios, , , , Database and Expert Systems Applications; 2002. Proceedings. 13th International Workshop on,2002,89
0VFi-vAAAAAJ,PC@SIGMOD, Selectivity estimators for multidimensional range queries over real attributes, Dimitrios Gunopulos,  George Kollios,  Vassilis J Tsotras,  Carlotta Domeniconi, , , The VLDB Journal,2005,88
0VFi-vAAAAAJ,PC@SIGMOD, Indexing spatiotemporal archives, Marios Hadjieleftheriou,  George Kollios,  Vassilis J Tsotras,  Dimitrios Gunopulos, , , The VLDB Journal,2006,83
