PID,Duty, Title, Author, Co-Author1, Co-Author2, Co-Author3, Co-Author4, Co-Author5, Conference, Year, #Citations
0EWw1z8AAAAJ,PC@VLDB, An Exploration of Serverless Architectures for Information Retrieval, Matt Crane,  Jimmy Lin, , , , , Proceedings of the ACM SIGIR International Conference on Theory of Information Retrieval,2017,1
0EWw1z8AAAAJ,PC@VLDB, Finally; a downloadable test collection of tweets, Royal Sequiera,  Jimmy Lin, , , , , Proceedings of the 40th International ACM SIGIR conference on research and development in information retrieval; ACM,2017,1
0EWw1z8AAAAJ,PC@VLDB, On the Reusability of Living Labs Test Collections:: A Case Study of Real-Time Summarization, Luchen Tan,  Gaurav Baruah,  Jimmy Lin, , , , Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval,2017,1
0EWw1z8AAAAJ,PC@VLDB, The Lucene for information access and retrieval research (LIARR) workshop at SIGIR 2017, Leif Azzopardi,  Matt Crane,  Hui Fang,  Grant Ingersoll,  Jimmy Lin,  Yashar Moshfeghi, *,2017,1
0EWw1z8AAAAJ,PC@VLDB, An Exploration of Approaches to Integrating Neural Reranking Models in Multi-Stage Ranking Architectures, Zhucheng Tu,  Matt Crane,  Royal Sequiera,  Junchen Zhang,  Jimmy Lin, , arXiv preprint arXiv:1707.08275,2017,1
0EWw1z8AAAAJ,PC@VLDB, Exploring the Effectiveness of Convolutional Neural Networks for Answer Selection in End-to-End Question Answering, Royal Sequiera,  Gaurav Baruah,  Zhucheng Tu,  Salman Mohammed,  Jinfeng Rao,  Haotian Zhang, arXiv preprint arXiv:1707.07804,2017,1
0EWw1z8AAAAJ,PC@VLDB, In-Browser Interactive SQL Analytics with Afterburner, Kareem El Gebaly,  Jimmy Lin, , , , , Proceedings of the 2017 ACM International Conference on Management of Data,2017,1
0EWw1z8AAAAJ,PC@VLDB, In Defense of MapReduce, Jimmy Lin, , , , , , IEEE Internet Computing,2017,1
0EWw1z8AAAAJ,PC@VLDB, Distant Supervision for Topic Classification of Tweets in Curated Streams, Salman Mohammed,  Nimesh Ghelani,  Jimmy Lin, , , , arXiv preprint arXiv:1704.06726,2017,1
0EWw1z8AAAAJ,PC@VLDB, Mining the Temporal Statistics of ery Terms for Searching Social Media Posts, Jinfeng Rao,  Ferhan Ture,  Xing Niu,  Jimmy Lin, , , *,2017,1
0EWw1z8AAAAJ,PC@VLDB, Optimizing Nugget Annotations with Active Learning, Gaurav Baruah,  Haotian Zhang,  Rakesh Guttikonda,  Jimmy Lin,  Mark D Smucker,  Olga Vechtomova, Proceedings of the 25th ACM International on Conference on Information and Knowledge Management,2016,1
0EWw1z8AAAAJ,PC@VLDB, Dynamic Trade-Off Prediction in Multi-Stage Retrieval Systems, J Shane Culpepper,  Charles LA Clarke,  Jimmy Lin, , , , arXiv preprint arXiv:1610.02502,2016,1
0EWw1z8AAAAJ,PC@VLDB, Total recall: Blue sky on mars, Charles LA Clarke,  Gordon V Cormack,  Jimmy Lin,  Adam Roegiest, , , Proceedings of the 2016 ACM International Conference on the Theory of Information Retrieval,2016,1
0EWw1z8AAAAJ,PC@VLDB, Sapphire: Querying RDF data made simple, Ahmed El-Roby,  Khaled Ammar,  Ashraf Aboulnaga,  Jimmy Lin, , , Proceedings of the VLDB Endowment,2016,1
0EWw1z8AAAAJ,PC@VLDB, Burst Detection in Social Media Streams for Tracking Interest Profiles in Real Time, Cody Buntain,  Jimmy Lin, , , , , Proceedings of the 39th International ACM SIGIR conference on Research and Development in Information Retrieval,2016,1
0EWw1z8AAAAJ,PC@VLDB, Afterburner: The Case for In-Browser Analytics, Kareem El Gebaly,  Jimmy Lin, , , , , arXiv preprint arXiv:1605.04035,2016,1
0EWw1z8AAAAJ,PC@VLDB, Discovering key moments in social media streams, Cody Buntain,  Jimmy Lin,  Jennifer Golbeck, , , , Consumer Communications & Networking Conference (CCNC); 2016 13th IEEE Annual,2016,1
0EWw1z8AAAAJ,PC@VLDB, Sigir 2015 workshop on reproducibility; inexplicability; and generalizability of results (rigor), Jaime Arguello,  Fernando Diaz,  Jimmy Lin,  Andrew Trotman, , , Proceedings of the 38th International ACM SIGIR Conference on Research and Development in Information Retrieval,2015,1
0EWw1z8AAAAJ,PC@VLDB, Learning to discover key moments in social media streams, Cody Buntain,  Jimmy Lin,  Jennifer Golbeck, , , , arXiv preprint arXiv:1508.00488,2015,1
0EWw1z8AAAAJ,PC@VLDB, The sum of all human knowledge in your pocket: Full-text searchable Wikipedia on a Raspberry Pi, Jimmy Lin, , , , , , Proceedings of the 15th ACM/IEEE-CS Joint Conference on Digital Libraries,2015,1
0EWw1z8AAAAJ,PC@VLDB, On the feasibility and implications of self-contained search engines in the browser, Jimmy Lin, , , , , , arXiv preprint arXiv:1410.4500,2014,1
0EWw1z8AAAAJ,PC@VLDB, Mining texts for image terms: the CLiMB project, Judith L Klavans,  Eileen Abels,  Jimmy Lin,  R Passonneau,  C Sheffield,  D Soergel, Digital Humanities 2009 conference (College Park; Maryland,2009,1
0EWw1z8AAAAJ,PC@VLDB, Human SNPs from short reads in hours using cloud compu ng, Ben Langmead,  Michael C Schatz,  Jimmy Lin,  Mihai Pop,  Steven L Salzberg, , *,2009,1
0EWw1z8AAAAJ,PC@VLDB, Action modeling: language models that predict query behavior, G Craig Murray,  Jimmy Lin,  Abdur Chowdhury, , , , Proceedings of the 29th annual international ACM SIGIR conference on Research and development in information retrieval,2006,1
0EWw1z8AAAAJ,PC@VLDB, A computational framework for non-lexicalist semantics, Jimmy Lin, , , , , , Proceedings of the Student Research Workshop at HLT-NAACL 2004,2004,1
0EWw1z8AAAAJ,PC@VLDB, ∂ËË®®π XML ®Ë‰πÁΩ‰∏‰Ω®¨ Graham Wilcock,  Paul Buitelaar,  Antonio Pareja-Lora,  Barrett Bryant,  Jimmy Lin,  Nancy Ide, ËÆ°ÁËØ®πÂ≠¶Âª¨ 2004,1,,
0EWw1z8AAAAJ,PC@VLDB, Sapere: Improving the Precision of Information Retrieval Systems Using Syntactic Relations, Boris Katz,  Jimmy Lin, , , , , *,2002,1
0EWw1z8AAAAJ,PC@VLDB, Aranea: Mining Answers from the World Wide Web, Jimmy Lin,  Boris Katz, , , , , Artificial Intelligence Laboratory; MiT; In Proceedings of the 5th RIAO Conference on Computer Assisted Information Searching on the Internet (RIAO 97),1997,1
0EWw1z8AAAAJ,PC@VLDB, Query Driven Algorithm Selection in Early Stage Retrieval, Joel Mackenzie,  J Shane Culpepper,  Roi Blanco,  Matt Crane,  Charles LA Clarke,  Jimmy Lin, *,2018, 
0EWw1z8AAAAJ,PC@VLDB, Search relevance using messages of a messaging platform, *, , , , , , *,2017, 
0EWw1z8AAAAJ,PC@VLDB, Strong Baselines for Simple Question Answering over Knowledge Graphs with and without Neural Networks, Salman Mohammed,  Peng Shi,  Jimmy Lin, , , , arXiv preprint arXiv:1712.01969,2017, 
0EWw1z8AAAAJ,PC@VLDB, An Experimental Analysis of the Power Consumption of Convolutional Neural Networks for Keyword Spotting, Raphael Tang,  Weijie Wang,  Zhucheng Tu,  Jimmy Lin, , , arXiv preprint arXiv:1711.00333,2017, 
0EWw1z8AAAAJ,PC@VLDB, Deep Residual Learning for Small-Footprint Keyword Spotting, Raphael Tang,  Jimmy Lin, , , , , arXiv preprint arXiv:1710.10361,2017, 
0EWw1z8AAAAJ,PC@VLDB, Quantization in Append-Only Collections, Salman Mohammed,  Matt Crane,  Jimmy Lin, , , , Proceedings of the ACM SIGIR International Conference on Theory of Information Retrieval,2017, 
0EWw1z8AAAAJ,PC@VLDB, The Ubiquity of Large Graphs and Surprising Challenges of Graph Processing: A User Survey, Siddhartha Sahu,  Amine Mhedhbi,  Semih Salihoglu,  Jimmy Lin,  M Tamer zsu, , arXiv preprint arXiv:1709.03188,2017, 
0EWw1z8AAAAJ,PC@VLDB, Automatically Extracting High-Quality Negative Examples for Answer Selection in Question Answering, Haotian Zhang,  Jinfeng Rao,  Jimmy Lin,  Mark D Smucker, , , Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval,2017, 
0EWw1z8AAAAJ,PC@VLDB, Event Detection on Curated Tweet Streams, Nimesh Ghelani,  Salman Mohammed,  Shine Wang,  Jimmy Lin, , , Proceedings of the 40th International ACM SIGIR Conference on Research and Development in Information Retrieval,2017, 
0EWw1z8AAAAJ,PC@VLDB, Warcbase: Scalable Analytics Infrastructure for Exploring Web Archives, Jimmy Lin,  Ian Milligan,  Jeremy Wiebe,  Alice Zhou, , , Journal on Computing and Cultural Heritage (JOCCH),2017, 
0EWw1z8AAAAJ,PC@VLDB, Do We Need Specialized Graph Databases?: Benchmarking Real-Time Social Networking Applications, Anil Pacaci,  Alice Zhou,  Jimmy Lin,  M Tamer zsu, , , Proceedings of the Fifth International Workshop on Graph Data-management Experiences & Systems,2017, 
0EWw1z8AAAAJ,PC@VLDB, Efficient and Effective Tail Latency Minimization in Multi-Stage Retrieval Systems, Joel Mackenzie,  J Shane Culpepper,  Roi Blanco,  Matt Crane,  Charles LA Clarke,  Jimmy Lin, arXiv preprint arXiv:1704.03970,2017, 
0EWw1z8AAAAJ,PC@VLDB, Ten Blue Links on Mars, Charles LA Clarke,  Gordon V Cormack,  Jimmy Lin,  Adam Roegiest, , , Proceedings of the 26th International Conference on World Wide Web,2017, 
0EWw1z8AAAAJ,PC@VLDB, Partitioning and Segment Organization Strategies for Real-Time Selective Search on Document Streams, Yulu Wang,  Jimmy Lin, , , , , Proceedings of the Tenth ACM International Conference on Web Search and Data Mining,2017, 
0EWw1z8AAAAJ,PC@VLDB, The Ubiquity of Large Graphs and Surprising Challenges of Graph Processing, Siddhartha Sahu,  Amine Mhedhbi,  Semih Salihoglu,  Jimmy Lin,  M Tamer zsu, , Proceedings of the VLDB Endowment,2017, 
0EWw1z8AAAAJ,PC@VLDB, The Lambda and the Kappa, Jimmy Lin, , , , , , IEEE Internet Computing,2017, 
0EWw1z8AAAAJ,PC@VLDB, An Insight Extraction System on BioMedical Literature with Deep Neural Networks, Hua He,  Kris Ganjam,  Navendu Jain,  Jessica Lundin,  Ryen White,  Jimmy Lin, Proceedings of the 2017 Conference on Empirical Methods in Natural Language Processing,2017, 
0EWw1z8AAAAJ,PC@VLDB, Portable In-Browser Data Cube Exploration, Kareem El Gebaly,  Lukasz Golab,  Jimmy Lin, , , , *,2017, 
0EWw1z8AAAAJ,PC@VLDB, Prizm: A Wireless Access Point for Proxy-Based Web Lifelogging, Jimmy Lin,  Zhucheng Tu,  Michael Rose,  Patrick White, , , Proceedings of the first Workshop on Lifelogging Tools and Applications,2016, 
0EWw1z8AAAAJ,PC@VLDB, Rank-at-a-Time Query Processing, Ahmed Elbagoury,  Matt Crane,  Jimmy Lin, , , , Proceedings of the 2016 ACM International Conference on the Theory of Information Retrieval,2016, 
0EWw1z8AAAAJ,PC@VLDB, The Future of Big Data Is... JavaScript?, Jimmy Lin,  Kareem El Gebaly, , , , , IEEE Internet Computing,2016, 
0EWw1z8AAAAJ,PC@VLDB, Sampling Strategies and Active Learning for Volume Estimation, Haotian Zhang,  Jimmy Lin,  Gordon V Cormack,  Mark D Smucker, , , Proceedings of the 39th International ACM SIGIR conference on Research and Development in Information Retrieval,2016, 
0EWw1z8AAAAJ,PC@VLDB, The Effects of Latency Penalties in Evaluating Push Notification Systems, Luchen Tan,  Jimmy Lin,  Adam Roegiest,  Charles LA Clarke, , , arXiv preprint arXiv:1606.03066,2016, 
0EWw1z8AAAAJ,PC@VLDB, Evaluating Search Among Secrets., Douglas W Oard,  Katie Shilton,  Jimmy J Lin, , , , EVIA@ NTCIR,2016, 
0EWw1z8AAAAJ,PC@VLDB, The Feasibility of Brute Force Scans for Real-Time Tweet Search, Yulu Wang,  Jimmy Lin, , , , , Proceedings of the 2015 International Conference on The Theory of Information Retrieval,2015, 
0EWw1z8AAAAJ,PC@VLDB, Building a Self-Contained Search Engine in the Browser, Jimmy Lin, , , , , , Proceedings of the 2015 International Conference on The Theory of Information Retrieval,2015, 
0EWw1z8AAAAJ,PC@VLDB, Perspectives on Computational Social Science: On Building Better Mousetraps and Understanding the Human Condition: Reflections on Big Data in the Social Scie..., JIMMY LIN, , , , , , Annals,2015, 
0EWw1z8AAAAJ,PC@VLDB, Knowledge Reduction Algorithms of Incomplete Information System in Massive Datasets, WANG Tian,  JIANG Lin,  MI Yun-long, , , , Computer Technology and Development,2015, 
0EWw1z8AAAAJ,PC@VLDB, Developing an Open-Source Bibliometric Ranking Website Using Google Scholar Citation Profiles for Researchers in the Field of Biomedical Informatics., Dean F Sittig,  Allison B McCoy,  Adam Wright,  J Lin, , , Studies in health technology and informatics,2015, 
0EWw1z8AAAAJ,PC@VLDB, Column Stores as an IR Prototyping Tool, Hannes M√ºhleisen,  Thaer Samar,  Jimmy Lin,  Arjen P De Vries, , , European Conference on Information Retrieval,2014, 
0EWw1z8AAAAJ,PC@VLDB, CWI and TU Delft at TREC 2013: Contextual Suggestion; Federated Web Search; KBA; and Web Tracks, A Bellog√≠n Kouki,  GG Gebremeskel,  J He,  JJP Lin,  A Said,  T Samar, *,2014, 
0EWw1z8AAAAJ,PC@VLDB, Big Data=, HandS On, , , , , , *,2013, 
0EWw1z8AAAAJ,PC@VLDB, Introduction to MapReduce, Jinoh Kim, , , , , , *,2012, 
0EWw1z8AAAAJ,PC@VLDB, CLOUD COMPUTING AND INFORMATION POLICY 1 Cloud Computing and Information Policy: Computing in a Policy Cloud? Forthcoming in the Journal of Informat..., Paul T Jaeger,  Jimmy Lin,  Justin M Grimes, , , , *,2011, 
0EWw1z8AAAAJ,PC@VLDB, Cross-corpus relevance projection, Nima Asadi,  Donald Metzler,  Jimmy Lin, , , , Proceedings of the 34th international ACM SIGIR conference on Research and development in Information Retrieval,2011, 
0EWw1z8AAAAJ,PC@VLDB, In-depth accounts and passing mentions in the news: connecting readers to the context of a news event, Earl J Wagner,  Jimmy Lin, , , , , Proceedings of the 2011 iConference,2011, 
0EWw1z8AAAAJ,PC@VLDB, Human Language Technologies: The 2009 Annual Conference of the North American Chapter of the Association for Computational Linguistics, Ciprian Chelba,  Paul Kantor,  Brian Roark, , , , *,2009, 
0EWw1z8AAAAJ,PC@VLDB, Is there a cloud in your future? Applications of ®πcloud computing®π to Web-scale problems, Jimmy Lin, , , , , , *,2008, 
0EWw1z8AAAAJ,PC@VLDB, Large-Scale Network Analysis to Improve Retrieval in the Biomedical Domain, Jimmy Lin, , , , , , *,2007, 
0EWw1z8AAAAJ,PC@VLDB, TOIS reviewers January 2006 through May 2007, Gary Marchionini,  Ahmed Abbasi,  Eugene Agichtein,  Khurshid Ahmad,  Azzah Al-Maskari,  Gianni Amati, ACM Transactions on Information Systems,2007, 
0EWw1z8AAAAJ,PC@VLDB, Presentation schemes for component analysis in IR experiments, Paul Kantor,  Jimmy Lin, , , , , ACM SIGIR Forum,2007, 
0EWw1z8AAAAJ,PC@VLDB, LAMP-TR-130 CS-TR-4787 UMIACS-TR-2006-11, Answering Relationship Questions,  Jimmy Lin, , , , , *,2006, 
0EWw1z8AAAAJ,PC@VLDB, LAMP-TR-127 CS-TR-4771 UMIACS-TR-2005-71, Jimmy Lin,  Dina Demner-Fushman, , , , , *,2005, 
0EWw1z8AAAAJ,PC@VLDB, LAMP-TR-118 CS-TR-4693 UMIACS-TR-2005-03, Jimmy Lin, , , , , , *,2005, 
0EWw1z8AAAAJ,PC@VLDB, START: a framework for facilitating e-rulemaking, Boris Katz,  Roger Hurwitz,  Jimmy J Lin,  Ozlem Uzuner, , , Proceedings of the 2003 annual national conference on Digital government research,2003, 
0EWw1z8AAAAJ,PC@VLDB, Sticky Notes for the Semantic Web, David Karger Mit,  David R Karger,  Boris Katz,  Jimmy Lin,  Dennis Quan, , In Proceedings of the 8th International Conference on Intelligent User Interfaces,2003, 
0EWw1z8AAAAJ,PC@VLDB, Start and Beyond, Boris Katz Jimmy J Lin, , , , , , *,2002, 
0EWw1z8AAAAJ,PC@VLDB, Gregory Marton Alton Jerome McFarland Baris Temelkuran Artificial Intelligence Laboratory 200 Technology Square; Cambridge; MA 02139, Boris Katz,  Sue Felshin,  Deniz Yuret,  Ali Ibrahim,  Jimmy Lin, , *,2002, 
0EWw1z8AAAAJ,PC@VLDB, Incomplete Information-based Labour Force Market Game, JIANG Lin, , , , , , Journal of Chongqing Institute of Technology Management,2002, 
0EWw1z8AAAAJ,PC@VLDB, 2014 25th International Workshop on Database and Expert Systems Applications (DEXA)(2014), Gebrekirstos G Gebremeskel,  Jiyin He,  Arjen P de Vries,  Jimmy Lin, , , *, *, 
0EWw1z8AAAAJ,PC@VLDB, Answering multiple questions on a topic from heterogeneous, Boris Katz,  Matthew Bilotti,  Sue Felshin,  Aaron Fernandes,  VVesley Hildebrandt,  Roni Katzir, *, *, 
0EWw1z8AAAAJ,PC@VLDB, Evaluation of a Natural Language Dialog Based Web Navigation System--A Case Study, Joyce Chai,  Jimmy Lin,  Wlodek Zadrozny,  Yiming Ye,  Margo Budzikowska,  Veronika Horvath, *, *, 
0EWw1z8AAAAJ,PC@VLDB, Protecting Sensitive Email: Archival Views on Challenges and Opportunities, Katie Shilton,  Amy Wickner,  Douglas W Oard,  Jimmy Lin, , , *, *, 
0EWw1z8AAAAJ,PC@VLDB, Information Access (EVIA 2016); a Satellite Workshop of the NTCIR-12 Conference; June 7; 2016 Tokyo Japan, Emine Yilmaz,  L Charles,  A Clarke,  Keynote Yiqun Liu,  Seyyed Hadi Hashemi,  Charles LA Clarke, *, *, 
0EWw1z8AAAAJ,PC@VLDB, •Â∫‰ MINDS †ËÆ®‰‰∫‰ªΩÊ•Â‰∏∂‰∏≠‰∏®π‰ªΩª ËØ•Á†ËÆ®‰ Donna Harman (NIST) È¢ÂØºÂπ∂±ÂΩÂ•Ê®πªÁÁßÂ≠¶Ê®π‰∏Â±Á™Å†¥Ê®πßÊ®π, Liz Liddy,  Eduard Hovy,  Jimmy Lin,  John Prager,  Dragomir Radev,  Lucy Vanderwende, *, *, 
0EWw1z8AAAAJ,PC@VLDB, Optimization Techniques for ®πScaling Down®π Hadoop on Multi-Core; Shared-Memory Systems, K Ashwin Kumar Jonathan Gluck,  Amol Deshpande,  Jimmy Lin, , , , *, *, 
0EWw1z8AAAAJ,PC@VLDB, 1 Summarization Factors, Jimmy Lin, , , , , , *, *, 
0EWw1z8AAAAJ,PC@VLDB, If All You Have is a Hammer; Throw Away Everything That®πs Not a Nail!, Jimmy Lin, , , , , , *, *, 
0EWw1z8AAAAJ,PC@VLDB, Organizing and accessing a comprehensive knowledge base using the World Wide Web, Boris Katz,  JJ Lin, , , , , Integration of Knowledge Intensive Multi-Agent Systems; 2003. International Conference on, *, 
0EWw1z8AAAAJ,PC@VLDB, In Proceedings of the 5th Pacific Rim Conference on Artificial Intelligence (PRICAI 1998); November 1998; Singapore, Boris Katz Deniz Yuret Jimmy Lin,  Sue Felshin Rebecca Schulman Adnan Ilik, , , , , *, *, 
0EWw1z8AAAAJ,PC@VLDB, Why is Finding What You Want So Difficult?, Jimmy Lin, , , , , , UNDERGRADUATE RESEARCH, *, 
0EWw1z8AAAAJ,PC@VLDB, Computational Linguistics for Metadata Building (CLiMB) Text Mining for the Automatic Extraction of Subject Terms for Image Metadata, Judith L Klavans Tandeep Sidhu,  Carolyn Sheffield,  Jimmy Lin,  Eileen Abels,  Rebecca Passonneau, , Computational Linguistics for Metadata Building, *, 
0EWw1z8AAAAJ,PC@VLDB, Annotating the Semantic Web with Natural Language, Boris Katz,  Jimmy Lin, , , , , *, *, 
0EWw1z8AAAAJ,PC@VLDB, The Bridge Project, Jake Beal,  Nick Caldwell,  Jimmy Lin,  Justin Schmidt,  Marc Spraragen,  Patrick Winston, *, *, 
0EWw1z8AAAAJ,PC@VLDB, Natural Language Access to Visual Information, Boris Katz,  Jerome McFarland,  Jimmy Lin, , , , *, *, 
0EWw1z8AAAAJ,PC@VLDB, MIT Artificial Intelligence Laboratory 545 Technology Square; Cambridge; MA 02139 USA, Boris Katz Deniz Yuret Jimmy Lin,  Sue Felshin Rebecca Schulman Adnan Ilik, , , , , *, *, 
0EWw1z8AAAAJ,PC@VLDB, Mars Information Access Server, Boris Katz,  Sue Felshin,  Aaron Fernandes,  Jimmy Lin,  Jerome McFarland,  Alp Simsek, *, *, 
0EWw1z8AAAAJ,PC@VLDB, Generating Relations from Natural Language Using REXTOR, Boris Katz,  Jimmy Lin,  Sue Felshin, , , , *, *, 
0gGww7sAAAAJ,PC@SIGMOD, Schema-free xquery, Yunyao Li,  Cong Yu,  HV Jagadish, , , , Proceedings of the Thirtieth international conference on Very large data bases-Volume 30,2004,476
0gGww7sAAAAJ,PC@SIGMOD, Making database systems usable, HV Jagadish,  Adriane Chapman,  Aaron Elkiss,  Magesh Jayapandian,  Yunyao Li,  Arnab Nandi, Proceedings of the 2007 ACM SIGMOD international conference on Management of data,2007,225
0gGww7sAAAAJ,PC@SIGMOD, Resonant structure of  3 ®π ®π 0 ŒΩ  and   ®π ŒΩ  decays, KW Edwards,  R Janicek,  PM Patel,  AJ Sadoff,  R Ammar,  P Baringer, Physical Review D,2000,147
0gGww7sAAAAJ,PC@SIGMOD, SystemT: a system for declarative information extraction, Rajasekar Krishnamurthy,  Yunyao Li,  Sriram Raghavan,  Frederick Reiss,  Shivakumar Vaithyanathan,  Huaiyu Zhu, ACM SIGMOD Record,2009,146
0gGww7sAAAAJ,PC@SIGMOD, NaLIX: an interactive natural language interface for querying XML, Yunyao Li,  Huahai Yang,  HV Jagadish, , , , Proceedings of the 2005 ACM SIGMOD international conference on Management of data,2005,146
0gGww7sAAAAJ,PC@SIGMOD, SystemT: an algebraic approach to declarative information extraction, Laura Chiticariu,  Rajasekar Krishnamurthy,  Yunyao Li,  Sriram Raghavan,  Frederick R Reiss,  Shivakumar Vaithyanathan, Proceedings of the 48th Annual Meeting of the Association for Computational Linguistics,2010,132
0gGww7sAAAAJ,PC@SIGMOD, Rule-based information extraction is dead! long live rule-based information extraction systems!, Laura Chiticariu,  Yunyao Li,  Frederick R Reiss, , , , Proceedings of the 2013 conference on empirical methods in natural language processing,2013,115
0gGww7sAAAAJ,PC@SIGMOD, Domain adaptation of rule-based annotators for named-entity recognition tasks, Laura Chiticariu,  Rajasekar Krishnamurthy,  Yunyao Li,  Frederick Reiss,  Shivakumar Vaithyanathan, , Proceedings of the 2010 Conference on Empirical Methods in Natural Language Processing,2010,115
0gGww7sAAAAJ,PC@SIGMOD, Regular expression learning for information extraction, Yunyao Li,  Rajasekar Krishnamurthy,  Sriram Raghavan,  Shivakumar Vaithyanathan,  HV Jagadish, , Proceedings of the Conference on Empirical Methods in Natural Language Processing,2008,110
0gGww7sAAAAJ,PC@SIGMOD, Study of B Decays to Charmonium States: B Œ∑ c K and B  c 0 K, KW Edwards,  R Janicek,  PM Patel,  AJ Sadoff,  R Ammar,  A Bean, Physical review letters,2001,83
0gGww7sAAAAJ,PC@SIGMOD, Creep theory of soft rock and its engineering application, Zhang Xiangdong,  Li Yongjing,  Zhang Shuguang,  Huo Baorong, , , Chinese Journal of Rock Mechanics and Engineering,2004,77
0gGww7sAAAAJ,PC@SIGMOD, Search for neutrinoless  decays:  e Œ≥ and  Œº Œ≥, KW Edwards,  A Bellerive,  R Janicek,  DB MacFarlane,  KW McLean,  PM Patel, Physical Review D,1997,74
0gGww7sAAAAJ,PC@SIGMOD, Constructing a generic natural language interface for an XML database, Yunyao Li,  Huahai Yang,  HV Jagadish, , , , International Conference on Extending Database Technology,2006,71
0gGww7sAAAAJ,PC@SIGMOD, Effects of narcotic analgesic drugs on human Oddi®πs sphincter motility, Shuo-Dong Wu,  Zhen-Hai Zhang,  Jun-Zhe Jin,  Jing Kong,  Wei Wang,  Qiang Zhang, World journal of gastroenterology: WJG,2004,70
0gGww7sAAAAJ,PC@SIGMOD, Synthesis and characterization of sulfonated poly (arylene ether phosphine oxide) s with fluorenyl groups by direct polymerization for proton exchange membranes, Chunjie Zhang,  Sen Kang,  Xuhui Ma,  Guyu Xiao,  Deyue Yan, , Journal of Membrane Science,2009,65
0gGww7sAAAAJ,PC@SIGMOD, Thuir at TREC2008: enterprise track, Yufei Xue,  Tong Zhu,  Guichum Hua,  Min Zhang,  Yiqun Liu,  Shaoping Ma, *,2008,52
0gGww7sAAAAJ,PC@SIGMOD, Direct measurement of the branching fraction for the decay of Formula Not Shown and determination of Formula Not Shown, M Ablikim,  JZ Bai,  Y Ban,  JG Bian,  X Cai,  JF Chang, Physics Letters B,2005,52
0gGww7sAAAAJ,PC@SIGMOD, Genome sequences of wild and domestic bactrian camels, Zhen Wang,  Guohui Ding,  Gangliang Chen,  Yamin Sun,  Zhihong Sun,  Heping Zhang, Nature Communications,2012,47
0gGww7sAAAAJ,PC@SIGMOD, Â∏ÇªÂ∞Ê∞‰‰∏Áª¥Â∞Ë¥®Âª∫Ê®°ËΩª∂ÂÆ∞¨ ‰∫¶Á∫≤,  ≤ÂΩË,  Âª∫Âº∫, , , , ∞Ë¥®®π•¨ 2005,44,,
0gGww7sAAAAJ,PC@SIGMOD, Enabling Schema-Free XQuery with meaningful query focus, Yunyao Li,  Cong Yu,  HV Jagadish, , , , The VLDB Journal®πThe International Journal on Very Large Data Bases,2008,41
0gGww7sAAAAJ,PC@SIGMOD, NaLIX: A generic natural language search environment for XML data, Yunyao Li,  Huahai Yang,  HV Jagadish, , , , ACM Transactions on database systems (TODS),2007,40
0gGww7sAAAAJ,PC@SIGMOD, Getting work done on the web: supporting transactional queries, Yunyao Li,  Rajasekar Krishnamurthy,  Shivakumar Vaithyanathan,  HV Jagadish, , , Proceedings of the 29th annual international ACM SIGIR conference on Research and development in information retrieval,2006,40
0gGww7sAAAAJ,PC@SIGMOD, Enterprise information extraction: recent developments and open challenges, Laura Chiticariu,  Yunyao Li,  Sriram Raghavan,  Frederick R Reiss, , , Proceedings of the 2010 ACM SIGMOD International Conference on Management of data,2010,39
0gGww7sAAAAJ,PC@SIGMOD, Projective and injective objects in the category of quantales, Li Yong-ming,  Zhou Meng,  Li Zhi-hui, , , , Journal of Pure and Applied Algebra,2002,36
0gGww7sAAAAJ,PC@SIGMOD, Relationship between therapeutic efficacy of arterial infusion chemotherapy and expression of P-glycoprotein and p53 protein in advanced hepatocellular carcinoma, Masahide Akimoto,  Masaharu Yoshikawa,  Masaaki Ebara,  Tsunenobu Sato,  Hiroyuki Fukuda,  Fukuo Kondo, World journal of gastroenterology: WJG,2006,35
0gGww7sAAAAJ,PC@SIGMOD, Pretreatment of coal gasification wastewater by acidification demulsion, Wenqi Zhang,  MA Jun,  YANG Shidong,  Tao Zhang,  LI Yongfeng, , Chinese Journal of Chemical Engineering,2006,34
0gGww7sAAAAJ,PC@SIGMOD, Nitroester drug®πs effects and their antagonistic effects against morphine on human sphincter of Oddi motility, Shuo-Dong Wu,  Zhen-Hai Zhang,  Dong-Yan Li,  Jun-Zhe Jin,  Jing Kong,  Zhong Tian, World Journal of Gastroenterology: WJG,2005,33
0gGww7sAAAAJ,PC@SIGMOD, Absorption of NOx into nitric acid solution in rotating packed bed, Li Yu,  Liu Youzhi,  Luyao ZHANG,  Su Qiang,  JIN Guoliang, , Chinese Journal of chemical engineering,2010,32
0gGww7sAAAAJ,PC@SIGMOD, Analysis of injuries and treatment of 3 401 inpatients in 2008 Wenchuan earthquake®πbased on Chinese Trauma Databank, QIU Jun,  Guo-dong Liu,  Su-xing Wang,  Xiu-zhu Zhang,  Liang Zhang,  LI Yang, Chinese Journal of Traumatology (English Edition),2010,30
0gGww7sAAAAJ,PC@SIGMOD, SystemT: A declarative information extraction system, Yunyao Li,  Frederick R Reiss,  Laura Chiticariu, , , , Proceedings of the 49th Annual Meeting of the Association for Computational Linguistics: Human Language Technologies: Systems Demonstrations,2011,28
