PID, Duty, Conference, Year, City, State, Country
zV_MbA4AAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
v2-C4i4AAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
szORzAoAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
czUxfJgAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
GfDVWmEAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
7Vh0rQ0AAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
SGT23RAAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
srFoN_4AAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
A3ZBxxcAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
11JgipcAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
Sk-JV9QAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
4B-C50EAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
2QUyZaMAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
jKHvF80AAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
AjYkTi8AAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
S6L1eOMAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
mcz6T78AAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
IiSNwnAAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
DnnCWN0AAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
15bmyOkAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
INQwsQkAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
Kw71k1gAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
2T5fDJQAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
hI3a_oIAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
gg0HkEsAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
uLa0zdcAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
iG3kO1QAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
RcCvJVQAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
87TyXPcAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
RG3PiFgAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
v19BUHIAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
N3DjoZYAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
TBaBNdkAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
Y9FApJ4AAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
oqpT1YUAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
jyykiFIAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
s3lQL7YAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
HNwwWQgAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
w2n5LhUAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
kdv2ajAAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
zIMEVKsAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
LJNsBeoAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
0EWw1z8AAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
clR6jhIAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
3C-n5Y8AAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
iWy055wAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
JkA9YJAAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
i6wFsEQAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
YxHLAJkAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
3Y254i4AAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
AQJggUwAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
IJECSdkAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
36XiC_4AAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
WiQmAvYAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
nSg32MQAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
jrPG2AUAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
47gh3JkAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
KHjLaWAAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
mIKYkDgAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
cIuzBbsAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
TezsWQUAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
8qOWtywAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
xe0eVksAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
v7FGOH0AAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
GU9HgNAAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
3ggE9SkAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
4gaNzroAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
NjeM1LsAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
oZGA-rAAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
K5VpjOsAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
9a-vkpgAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
J2sg9BwAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
1D-7MFgAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
Fe8iIHMAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
FI5-sZEAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
sWgtY_sAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
jbKkx5wAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
cuVzEDYAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
L8zhVsMAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
QT9-AZ4AAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
_3I7KHAAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
qFOwPNQAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
sLHyO1wAAAAJ,PC Members,sigmod,2016,San Francisco,California,USA
4daYeHcAAAAJ,PC Members,sigmod,2016,San Francisco,California,USA
qoUDihAAAAAJ,PC Members,sigmod,2016,San Francisco,California,USA
e_SGo7EAAAAJ,PC Members,sigmod,2016,San Francisco,California,USA
GiYeBaAAAAAJ,PC Members,sigmod,2016,San Francisco,California,USA
wKuXqccAAAAJ,PC Members,sigmod,2016,San Francisco,California,USA
rejzeocAAAAJ,PC Members,sigmod,2016,San Francisco,California,USA
eyCw9goAAAAJ,PC Members,sigmod,2016,San Francisco,California,USA
vN-is70AAAAJ,PC Members,sigmod,2016,San Francisco,California,USA
vNAD0mAAAAAJ,PC Members,sigmod,2016,San Francisco,California,USA
zMYeuzMAAAAJ,PC Members,sigmod,2016,San Francisco,California,USA
I1EvjZsAAAAJ,PC Members,sigmod,2016,San Francisco,California,USA
sEl5MeQAAAAJ,PC Members,sigmod,2016,San Francisco,California,USA
kp0baVYAAAAJ,PC Members,sigmod,2016,San Francisco,California,USA
64zxhRUAAAAJ,PC Members,sigmod,2016,San Francisco,California,USA
8yoVipwAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
sXPYZ-IAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
#NAME?,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
oad6_oEAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
9OdHL5wAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
pPInY4UAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
46Dd4v4AAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
ljyBjv8AAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
qFiMLsIAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
MT_DWa4AAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
TQgOjK0AAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
RaINcuUAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
jCJDleAAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
r0nnyGYAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
GSQaeoQAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
NyoHewcAAAAJ,Industrial Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
WcVpbRwAAAAJ,Industrial Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
8nZV2tEAAAAJ,Industrial Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
pdDeRScAAAAJ,Industrial Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
pawfeJAAAAAJ,Industrial Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
e1M9wXEAAAAJ,Industrial Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
GuUidjwAAAAJ,Industrial Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
X22nUYgAAAAJ,Industrial Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
1yE4VlgAAAAJ,Industrial Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
axPr2SQAAAAJ,Industrial Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
AjxoEpIAAAAJ,Industrial Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
SW_WaQ0AAAAJ,Industrial Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
RJML1hgAAAAJ,Industrial Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
B_GQDXMAAAAJ,Associate Editors,vldb,2017,Munich,Bavaria,Germany
am2ohp0AAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
LFTRuMEAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
3fvu4fcAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
Nc_AL5UAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
pHTgOOIAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
jEdhxGMAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
T_YePXEAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
evZ9Q9EAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
tDZy_OsAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
jaqDCS4AAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
pi985dQAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
aP-_mb8AAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
tSsTPxgAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
Lkt7O6wAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
Q4Sn28AAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
7G5G9mkAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
3YDUbP0AAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
iiIxp8cAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
2jk-DfkAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
hEonvSwAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
uDvhoEkAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
ErxOtuEAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
1G3LiQMAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
MWBc0-MAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
_xFTK8wAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
OsKAdpEAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
yMFHG7wAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
JireFzMAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
y6BXzxIAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
1ZO4t_AAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
ug5vCjIAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
qdpiy94AAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
MRbdeWkAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
13Nd-WcAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
X-9OH6AAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
AQA5QtAAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
njKmu5cAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
GPnb9QUAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
NpccCXwAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
nAGXeFkAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
NvKHgzkAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
reYJaYMAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
IGZ5WmgAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
RMaqDKAAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
63bBmc3mYrAC,Research Track PC,vldb,2017,Munich,Bavaria,Germany
4cvCp0kAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
hJjASywAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
av8jooQAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
wLtu3FYAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
Nr6E_rIAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
3pXvHPUAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
TZ91yu8AAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
AHOG_MgAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
2aXlMOAAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
5I0mFcsAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
QBoOiHMAAAAJ,Industrial Track PC,vldb,2017,Munich,Bavaria,Germany
YjcYLdUAAAAJ,Industrial Track PC,vldb,2017,Munich,Bavaria,Germany
Xx5LnR4AAAAJ,Industrial Track PC,vldb,2017,Munich,Bavaria,Germany
E9YbZ3cAAAAJ,Industrial Track PC,vldb,2017,Munich,Bavaria,Germany
Zbc8GK4AAAAJ,Industrial Track PC,vldb,2017,Munich,Bavaria,Germany
Odh4GSYAAAAJ,Industrial Track PC,vldb,2017,Munich,Bavaria,Germany
v_uxLhgAAAAJ,Industrial Track PC,vldb,2017,Munich,Bavaria,Germany
e9qUUSgAAAAJ,Industrial Track PC,vldb,2017,Munich,Bavaria,Germany
P_9a7I0AAAAJ,Industrial Track PC,vldb,2017,Munich,Bavaria,Germany
IBZL3aQAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
reTa2HwAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
iASQcSYAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
h2ivd3AAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
GkXqbmMAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
F0uFT_kAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
DdHED4IAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
6WmaCN8AAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
K2jKdVMAAAAJ,Vicechairs,icde,2018,Paris,Paris Region,France
FtbGhBQAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
xHC1VkoAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
nl8dmycAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
C6yankcAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
SKRWv2IAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
tNmIw4MAAAAJ,Vicechairs,icde,2018,Paris,Paris Region,France
cSfl_CoAAAAJ,Vicechairs,icde,2018,Paris,Paris Region,France
GAlAgGsAAAAJ,Vicechairs,icde,2018,Paris,Paris Region,France
89WvmaAAAAAJ,Vicechairs,icde,2018,Paris,Paris Region,France
VMmPdi0AAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
K6xHUEsAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
G1Iux80AAAAJ,Vicechairs,icde,2018,Paris,Paris Region,France
YERhuN8AAAAJ,Vicechairs,icde,2018,Paris,Paris Region,France
XHfTq_gAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
HCxwGIkAAAAJ,Vicechairs,icde,2018,Paris,Paris Region,France
gV-JU9EAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
rgD-ISsAAAAJ,Research Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
_wgpzQkAAAAJ,Industrial Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
GzfP-DYAAAAJ,Industrial Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
o_ydpSIAAAAJ,Industrial Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
PWWKcAMAAAAJ,Industrial Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
wo20cPYAAAAJ,Vicechairs,icde,2018,Paris,Paris Region,France
ifU81ikAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
W9ddrU8AAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
CIFkSBUAAAAJ,Industrial Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
4MDT20wAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
zpBeoc8AAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
#NAME?,Industrial Track PC,vldb,2018,Rio de Janeiro,Rio de Janeiro,Brazil
tlh8i7gAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
pHwxwjwAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
P2Sg2CIAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
EJbzAU0AAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
pgqqPmwAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
mQMC3aYAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
KBiBATkAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
w5bvD40AAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
xiSS1ZIAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
gsE1VKUAAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
hrr5co4AAAAJ,Research Track PC,vldb,2017,Munich,Bavaria,Germany
QXyj0hkAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
QADnFFYAAAAJ,Industrial Track PC,vldb,2017,Munich,Bavaria,Germany
rA9nFskAAAAJ,Industrial Track PC,vldb,2017,Munich,Bavaria,Germany
3AV1TsAAAAAJ,Industrial Track PC,vldb,2017,Munich,Bavaria,Germany
mua0zR4AAAAJ,Industrial Track PC,vldb,2017,Munich,Bavaria,Germany
wJmcDJ4AAAAJ,Industrial Track PC,vldb,2017,Munich,Bavaria,Germany
4giObdQAAAAJ,Industrial Track PC,vldb,2017,Munich,Bavaria,Germany
Hg4HmTAAAAAJ,Associate Editors,vldb,2016,New Delhi,Delhi,India
WqZUoFMAAAAJ,PC,vldb,2016,New Delhi,Delhi,India
YHR0wkkAAAAJ,PC,vldb,2016,New Delhi,Delhi,India
PBxCac8AAAAJ,PC,vldb,2016,New Delhi,Delhi,India
X0xJXZ0AAAAJ,PC,vldb,2016,New Delhi,Delhi,India
Jh3QCRYAAAAJ,PC,vldb,2016,New Delhi,Delhi,India
q3xV7s8AAAAJ,PC,vldb,2016,New Delhi,Delhi,India
B5YcbTYAAAAJ,PC,vldb,2016,New Delhi,Delhi,India
DWERCmsAAAAJ,PC,vldb,2016,New Delhi,Delhi,India
7PQN6r4AAAAJ,PC,vldb,2016,New Delhi,Delhi,India
eOZR3vEAAAAJ,PC,vldb,2016,New Delhi,Delhi,India
J_XhIsgAAAAJ,PC,vldb,2016,New Delhi,Delhi,India
O3aCRaoAAAAJ,PC,vldb,2016,New Delhi,Delhi,India
eZyrbXIAAAAJ,PC,vldb,2016,New Delhi,Delhi,India
qUBdmWgAAAAJ,PC,vldb,2016,New Delhi,Delhi,India
iZdkiP4AAAAJ,PC,vldb,2016,New Delhi,Delhi,India
aqV8t7QAAAAJ,PC,vldb,2016,New Delhi,Delhi,India
h8M0U0oAAAAJ,PC,vldb,2016,New Delhi,Delhi,India
XrEe_oIAAAAJ,PC,vldb,2016,New Delhi,Delhi,India
eQUn8ugAAAAJ,PC,vldb,2016,New Delhi,Delhi,India
4ZYEiVEAAAAJ,PC,vldb,2016,New Delhi,Delhi,India
wUJ2bXgAAAAJ,PC,vldb,2016,New Delhi,Delhi,India
kJIkUagAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
sHXqNl4AAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
chWbG70AAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
2YD5wcEAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
KolmTncAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
diEa5x0AAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
bshz1DEAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
JxiXHvcAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
fYPVRLgAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
g0c3rmQAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
ocfGYhcAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
HEFGlx8AAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
F4eflRgAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
Fz-M2tkAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
XG6dlLAAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
8AiPiU0AAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
s3L_fj0AAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
wx6jA30AAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
rDULxmwAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
xOEd-Z8AAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
MvGKdLoAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
fjAgFSkAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
2lpWTDYAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
DbusQz8AAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
#NAME?,Program Committee,icde,2018,Paris,Paris Region,France
h9mbv9MAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
s-pXApcAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
BaChLEEAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
h1mExmcAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
MVbJ9wQAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
PH96F4oAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
ZPczFBAAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
dq6GHFwAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
zRbR5b8AAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
1poKDLsAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
mVj8o7gAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
uwwHfssAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
2ps8xkcAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
LFLG5pcAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
K4w5qYUAAAAJ,Program Committee,icde,2018,Paris,Paris Region,France
